PurchaseID,TransactionID,CustomerID,ProductUPC,Quantity,total_sales
5095,10303803,1002469,575410882303,2,$43.90
5096,10303759,1004272,344934101144,1,$24.95
5097,10303806,1004311,469757173540,2,$71.98
5098,10303777,1004287,344934101144,1,$24.95
5099,10303746,1004261,287663658863,1,$9.95
5100,10303746,1004261,73201504044,1,$18.95
5101,10303812,1004317,832878954342,1,$45.99
5102,10303821,1004326,73201504044,1,$18.95
5103,10303757,1004270,733426809698,2,$37.90
5104,10303791,1004299,832878954342,1,$45.99
5105,10303791,1004299,100469015054,2,$37.90
5106,10303825,1004050,904582148679,1,$12.97
5107,10303827,1004330,969568933713,1,$32.99
5108,10303827,1004330,469757173540,1,$35.99
5109,10303753,1003392,904582148679,3,$38.91
5110,10303834,1004336,140160459467,1,$48.95
5111,10303845,1004345,483326155497,1,$10.99
5112,10303766,1004277,717036112695,1,$60.99
5113,10303792,1001502,483326155497,1,$10.99
5114,10303792,1001502,374613020864,1,$10.97
5115,10303792,1001502,621046126170,1,$22.99
5116,10303837,1003987,73201504044,1,$18.95
5117,10303774,1003098,904582148679,1,$12.97
5118,10303774,1003098,733426809698,2,$37.90
5119,10303847,1004347,717036112695,2,$121.98
5120,10303847,1004347,733426809698,1,$18.95
5121,10303838,1004339,140160459467,2,$97.90
5122,10303793,1004300,733426809698,2,$37.90
5123,10303824,1004328,287663658863,1,$9.95
5124,10303844,1004344,904582148679,1,$12.97
5125,10303844,1004344,621046126170,1,$22.99
5126,10303747,1002024,904582148679,1,$12.97
5127,10303809,1004314,904582148679,1,$12.97
5128,10303809,1004314,140160459467,2,$97.90
5129,10303814,1004319,904582148679,1,$12.97
5130,10303794,1002947,733426809698,1,$18.95
5131,10303752,1004266,242313721729,3,$197.97
5132,10303835,1004337,344934101144,1,$24.95
5133,10303813,1004318,242313721729,1,$65.99
5134,10303813,1004318,344538897332,2,$39.98
5135,10303813,1004318,733426809698,1,$18.95
5136,10303780,1004290,717036112695,1,$60.99
5137,10303839,1004340,73201504044,1,$18.95
5138,10303839,1004340,904582148679,1,$12.97
5139,10303754,1004267,733426809698,1,$18.95
5140,10303754,1004267,469757173540,1,$35.99
5141,10303799,1004305,441530839394,1,$28.45
5142,10303771,1004282,904582148679,1,$12.97
5143,10303833,1004335,344538897332,1,$19.99
5144,10303796,1004302,100469015054,1,$18.95
5145,10303811,1004316,344934101144,1,$24.95
5146,10303811,1004316,733426809698,2,$37.90
5147,10303779,1004289,521244155990,1,$54.95
5148,10303784,1001994,287663658863,2,$19.90
5149,10303784,1001994,242313721729,2,$131.98
5150,10303784,1001994,140160459467,3,$146.85
5151,10303748,1004262,344538897332,1,$19.99
5152,10303808,1004313,733426809698,2,$37.90
5153,10303829,1004081,521244155990,1,$54.95
5154,10303755,1004268,287663658863,2,$19.90
5155,10303786,1004295,73201504044,1,$18.95
5156,10303896,1004390,969568933713,3,$98.97
5157,10303913,1004404,621046126170,1,$22.99
5158,10303947,1004434,704772572943,1,$35.98
5159,10303947,1004434,521244155990,1,$54.95
5160,10303890,1004384,733426809698,1,$18.95
5161,10303923,1001480,242313721729,1,$65.99
5162,10303923,1001480,719638485153,1,$72.99
5163,10303882,1004378,374613020864,2,$21.94
5164,10303929,1004418,344538897332,1,$19.99
5165,10303888,1003938,140160459467,2,$97.90
5166,10303888,1003938,733426809698,1,$18.95
5167,10303888,1003938,621046126170,1,$22.99
5168,10303938,1001895,733426809698,1,$18.95
5169,10303946,1004433,717036112695,2,$121.98
5170,10303860,1004358,100469015054,1,$18.95
5171,10303860,1004358,242313721729,1,$65.99
5172,10303940,1004428,575410882303,1,$21.95
5173,10303939,1004427,719638485153,1,$72.99
5174,10303925,1004414,140160459467,1,$48.95
5175,10303925,1004414,719638485153,1,$72.99
5176,10303924,1004413,441530839394,3,$85.35
5177,10303924,1004413,242313721729,1,$65.99
5178,10303852,1004352,845773115334,2,$25.98
5179,10303942,1004429,904582148679,1,$12.97
5180,10303922,1004412,242313721729,3,$197.97
5181,10303867,1004365,100469015054,1,$18.95
5182,10303867,1004365,344934101144,1,$24.95
5183,10303877,1004373,242313721729,1,$65.99
5184,10303851,1004351,100469015054,1,$18.95
5185,10303872,1004369,845773115334,1,$12.99
5186,10303854,1004172,242313721729,2,$131.98
5187,10303854,1004172,483326155497,1,$10.99
5188,10303881,1004377,425361189561,1,$15.99
5189,10303926,1004415,733426809698,1,$18.95
5190,10303856,1004354,969568933713,1,$32.99
5191,10303927,1004416,733426809698,2,$37.90
5192,10303894,1004388,242313721729,1,$65.99
5193,10303910,1004402,621046126170,1,$22.99
5194,10303866,1004364,100469015054,2,$37.90
5195,10303921,1004034,469757173540,1,$35.99
5196,10303934,1004423,100469015054,1,$18.95
5197,10303850,1004350,242313721729,2,$131.98
5198,10303850,1004350,344934101144,5,$124.75
5199,10303918,1004409,140160459467,1,$48.95
5200,10303865,1004363,717036112695,2,$121.98
5201,10303848,1004348,845773115334,2,$25.98
5202,10303944,1004431,287663658863,1,$9.95
5203,10303895,1004389,521244155990,2,$109.90
5204,10303879,1004375,904582148679,2,$25.94
5205,10303853,1004353,469757173540,3,$107.97
5206,10303907,1004399,374613020864,1,$10.97
5207,10303898,1004392,719638485153,1,$72.99
5208,10303919,1004410,621046126170,1,$22.99
5209,10303936,1004425,344934101144,1,$24.95
5210,10303936,1004425,469757173540,1,$35.99
5211,10303887,1004382,832878954342,1,$45.99
5212,10303943,1004430,441530839394,1,$28.45
5213,10303849,1004349,904582148679,1,$12.97
5214,10303849,1004349,469757173540,1,$35.99
5215,10303849,1004349,374613020864,2,$21.94
5216,10303892,1004386,242313721729,1,$65.99
5217,10303935,1004424,242313721729,1,$65.99
5218,10303870,1004367,441530839394,1,$28.45
5219,10303870,1004367,441530839394,2,$56.90
5220,10303880,1004376,904582148679,1,$12.97
5221,10303880,1004376,575410882303,1,$21.95
5222,10303864,1004362,425361189561,1,$15.99
5223,10303905,1004397,344934101144,1,$24.95
5224,10303941,1002725,469757173540,1,$35.99
5225,10303862,1004360,73201504044,1,$18.95
5226,10303897,1004391,73201504044,2,$37.90
5227,10303897,1004391,483326155497,1,$10.99
5228,10303897,1004391,719638485153,1,$72.99
5229,10303904,1003205,704772572943,1,$35.98
5230,10303884,1004379,425361189561,4,$63.96
5231,10303911,1004403,733426809698,4,$75.80
5232,10303883,1001877,469757173540,4,$143.96
5233,10303917,1004408,425361189561,1,$15.99
5234,10303917,1004408,575410882303,1,$21.95
5235,10303901,1002491,904582148679,1,$12.97
5236,10303859,1004357,575410882303,1,$21.95
5237,10303912,1001442,344538897332,1,$19.99
5238,10303912,1001442,100469015054,1,$18.95
5239,10303945,1004432,575410882303,1,$21.95
5240,10303909,1004401,717036112695,1,$60.99
5241,10303920,1004411,717036112695,1,$60.99
5242,10303920,1004411,73201504044,2,$37.90
5243,10303931,1004420,717036112695,1,$60.99
5244,10303855,1002560,287663658863,1,$9.95
5245,10303908,1004400,374613020864,1,$10.97
5246,10303857,1004355,287663658863,1,$9.95
5247,10303863,1004361,717036112695,1,$60.99
5248,10303916,1004407,73201504044,1,$18.95
5249,10303869,1004366,469757173540,3,$107.97
5250,10303869,1004366,469757173540,1,$35.99
5251,10303871,1004368,425361189561,1,$15.99
5252,10303889,1004383,140160459467,1,$48.95
5253,10303889,1004383,441530839394,1,$28.45
5254,10303899,1004393,242313721729,1,$65.99
5255,10303933,1004422,469757173540,1,$35.99
5256,10303893,1004387,100469015054,3,$56.85
5257,10303902,1004395,719638485153,1,$72.99
5258,10303891,1004385,521244155990,3,$164.85
5259,10303891,1004385,441530839394,2,$56.90
5260,10303915,1004406,73201504044,3,$56.85
5261,10303876,1004372,73201504044,1,$18.95
5262,10303876,1004372,621046126170,1,$22.99
5263,10303876,1004372,733426809698,1,$18.95
5264,10303875,1004371,845773115334,1,$12.99
5265,10303928,1004417,704772572943,1,$35.98
5266,10303878,1004374,469757173540,4,$143.96
5267,10303906,1004398,344934101144,2,$49.90
5268,10303868,1003179,73201504044,1,$18.95
5269,10303930,1004419,374613020864,1,$10.97
5270,10303858,1004356,242313721729,1,$65.99
5271,10303874,1002299,140160459467,1,$48.95
5272,10303900,1004394,441530839394,1,$28.45
5273,10303937,1004426,287663658863,3,$29.85
5274,10303937,1004426,575410882303,1,$21.95
5275,10303861,1004359,287663658863,1,$9.95
5276,10303903,1004396,719638485153,1,$72.99
5277,10303903,1004396,717036112695,1,$60.99
5278,10303903,1004396,344538897332,1,$19.99
5279,10303932,1004421,832878954342,1,$45.99
5280,10303932,1004421,704772572943,1,$35.98
5281,10303914,1004405,441530839394,1,$28.45
5282,10303885,1004380,704772572943,1,$35.98
5283,10303873,1004370,140160459467,2,$97.90
5284,10303873,1004370,469757173540,1,$35.99
5285,10303873,1004370,719638485153,3,$218.97
5286,10303886,1004381,719638485153,1,$72.99
5287,10303955,1004442,140160459467,2,$97.90
5288,10304030,1004508,287663658863,3,$29.85
5289,10304030,1004508,287663658863,1,$9.95
5290,10304007,1001480,287663658863,1,$9.95
5291,10304007,1001480,469757173540,1,$35.99
5292,10304026,1004505,845773115334,1,$12.99
5293,10304024,1004503,733426809698,4,$75.80
5294,10303989,1004473,719638485153,1,$72.99
5295,10303989,1004473,733426809698,1,$18.95
5296,10303989,1004473,425361189561,1,$15.99
5297,10303949,1004436,733426809698,1,$18.95
5298,10304022,1004502,521244155990,1,$54.95
5299,10304022,1004502,287663658863,1,$9.95
5300,10303973,1004458,100469015054,1,$18.95
5301,10303973,1004458,733426809698,1,$18.95
5302,10303980,1004465,904582148679,1,$12.97
5303,10303984,1004468,441530839394,1,$28.45
5304,10303990,1004474,733426809698,3,$56.85
5305,10303990,1004474,100469015054,1,$18.95
5306,10303990,1004474,344538897332,1,$19.99
5307,10303969,1004454,969568933713,1,$32.99
5308,10303965,1004451,374613020864,2,$21.94
5309,10304014,1004494,242313721729,1,$65.99
5310,10304023,1003422,73201504044,2,$37.90
5311,10303998,1004481,425361189561,1,$15.99
5312,10304032,1004510,969568933713,4,$131.96
5313,10304037,1004514,344538897332,3,$59.97
5314,10304009,1004489,140160459467,1,$48.95
5315,10304009,1004489,733426809698,1,$18.95
5316,10303991,1001728,469757173540,1,$35.99
5317,10303999,1004482,733426809698,1,$18.95
5318,10303975,1004460,344538897332,1,$19.99
5319,10303975,1004460,425361189561,1,$15.99
5320,10303972,1004457,374613020864,1,$10.97
5321,10304038,1004515,344538897332,2,$39.98
5322,10304038,1004515,969568933713,1,$32.99
5323,10303957,1004443,287663658863,1,$9.95
5324,10303957,1004443,717036112695,4,$243.96
5325,10303952,1004439,287663658863,2,$19.90
5326,10303967,1004453,717036112695,1,$60.99
5327,10304011,1004491,575410882303,1,$21.95
5328,10304005,1003775,73201504044,2,$37.90
5329,10303995,1004478,344934101144,1,$24.95
5330,10304008,1002673,845773115334,1,$12.99
5331,10304008,1002673,344538897332,1,$19.99
5332,10304008,1002673,575410882303,1,$21.95
5333,10304006,1004488,733426809698,1,$18.95
5334,10303987,1004471,845773115334,1,$12.99
5335,10304017,1004497,904582148679,2,$25.94
5336,10304003,1004486,344538897332,2,$39.98
5337,10303988,1004472,969568933713,1,$32.99
5338,10304039,1004516,733426809698,1,$18.95
5339,10303962,1004448,287663658863,1,$9.95
5340,10303954,1004441,719638485153,1,$72.99
5341,10303968,1002011,100469015054,1,$18.95
5342,10303986,1004470,904582148679,1,$12.97
5343,10304036,1004513,904582148679,2,$25.94
5344,10303985,1004469,73201504044,1,$18.95
5345,10303959,1004445,344538897332,2,$39.98
5346,10303959,1004445,344538897332,1,$19.99
5347,10303958,1004444,733426809698,3,$56.85
5348,10304020,1004500,904582148679,1,$12.97
5349,10304010,1004490,904582148679,3,$38.91
5350,10304012,1004492,904582148679,1,$12.97
5351,10303970,1004455,733426809698,1,$18.95
5352,10303951,1004438,704772572943,1,$35.98
5353,10303951,1004438,344538897332,1,$19.99
5354,10303950,1004437,73201504044,1,$18.95
5355,10304031,1004509,100469015054,1,$18.95
5356,10303974,1004459,704772572943,2,$71.96
5357,10303974,1004459,425361189561,1,$15.99
5358,10303974,1004459,73201504044,1,$18.95
5359,10303996,1004479,100469015054,1,$18.95
5360,10303997,1004480,719638485153,1,$72.99
5361,10304000,1004483,469757173540,1,$35.99
5362,10304000,1004483,344538897332,2,$39.98
5363,10304034,1004511,242313721729,1,$65.99
5364,10304034,1004511,344934101144,1,$24.95
5365,10304034,1004511,140160459467,1,$48.95
5366,10304025,1004504,904582148679,2,$25.94
5367,10303993,1004476,704772572943,1,$35.98
5368,10304033,1001358,521244155990,1,$54.95
5369,10303956,1002719,621046126170,1,$22.99
5370,10303961,1004447,441530839394,1,$28.45
5371,10304016,1004496,704772572943,1,$35.98
5372,10304019,1004499,374613020864,1,$10.97
5373,10304019,1004499,832878954342,1,$45.99
5374,10304040,1004517,287663658863,2,$19.90
5375,10304040,1004517,621046126170,1,$22.99
5376,10304001,1004484,832878954342,1,$45.99
5377,10303979,1004464,242313721729,1,$65.99
5378,10303971,1004456,469757173540,1,$35.99
5379,10303948,1004435,73201504044,2,$37.90
5380,10304028,1004507,100469015054,1,$18.95
5381,10303960,1004446,374613020864,2,$21.94
5382,10304002,1004485,374613020864,5,$54.85
5383,10304013,1004493,344538897332,1,$19.99
5384,10304013,1004493,717036112695,1,$60.99
5385,10304027,1004506,704772572943,1,$35.98
5386,10304027,1004506,969568933713,1,$32.99
5387,10304035,1004512,140160459467,1,$48.95
5388,10303963,1004449,469757173540,1,$35.99
5389,10303963,1004449,733426809698,1,$18.95
5390,10303963,1004449,374613020864,1,$10.97
5391,10303963,1004449,575410882303,1,$21.95
5392,10304015,1004495,242313721729,1,$65.99
5393,10304029,1003712,374613020864,1,$10.97
5394,10303994,1004477,717036112695,1,$60.99
5395,10303964,1004450,719638485153,1,$72.99
5396,10303953,1004440,575410882303,2,$43.90
5397,10303966,1004452,717036112695,1,$60.99
5398,10303966,1004452,242313721729,3,$197.97
5399,10303992,1004475,441530839394,2,$56.90
5400,10303992,1004475,441530839394,1,$28.45
5401,10303992,1004475,73201504044,1,$18.95
5402,10303976,1004461,425361189561,1,$15.99
5403,10304018,1004498,704772572943,2,$71.96
5404,10303983,1004467,969568933713,1,$32.99
5405,10304004,1004487,100469015054,1,$18.95
5406,10303977,1004462,242313721729,1,$65.99
5407,10303978,1004463,242313721729,1,$65.99
5408,10303982,1004466,73201504044,1,$18.95
5409,10303982,1004466,733426809698,1,$18.95
5410,10304021,1004501,374613020864,1,$10.97
5411,10303981,1001616,374613020864,1,$10.97
5412,10304131,1004595,344538897332,1,$19.99
5413,10304131,1004595,425361189561,1,$15.99
5414,10304131,1004595,374613020864,1,$10.97
5415,10304131,1004595,469757173540,2,$71.98
5416,10304050,1004526,845773115334,1,$12.99
5417,10304050,1004526,100469015054,1,$18.95
5418,10304132,1004596,621046126170,1,$22.99
5419,10304083,1004553,344538897332,1,$19.99
5420,10304083,1004553,469757173540,1,$35.99
5421,10304071,1003955,287663658863,1,$9.95
5422,10304112,1004578,469757173540,1,$35.99
5423,10304056,1004531,344934101144,1,$24.95
5424,10304113,1004579,100469015054,1,$18.95
5425,10304136,1002787,344538897332,1,$19.99
5426,10304129,1004594,140160459467,1,$48.95
5427,10304106,1004333,287663658863,1,$9.95
5428,10304091,1004560,100469015054,1,$18.95
5429,10304134,1004598,717036112695,1,$60.99
5430,10304098,1002665,242313721729,2,$131.98
5431,10304123,1004589,344934101144,1,$24.95
5432,10304123,1004589,733426809698,1,$18.95
5433,10304139,1004602,425361189561,1,$15.99
5434,10304086,1004556,704772572943,1,$35.98
5435,10304137,1004600,575410882303,1,$21.95
5436,10304137,1004600,719638485153,1,$72.99
5437,10304041,1004518,287663658863,1,$9.95
5438,10304078,1004549,100469015054,1,$18.95
5439,10304101,1004569,242313721729,1,$65.99
5440,10304075,1004546,719638485153,1,$72.99
5441,10304096,1004565,733426809698,1,$18.95
5442,10304133,1004597,344538897332,3,$59.97
5443,10304130,1001812,733426809698,1,$18.95
5444,10304130,1001812,425361189561,1,$15.99
5445,10304073,1004544,719638485153,4,$291.96
5446,10304063,1004538,344538897332,2,$39.98
5447,10304061,1004536,717036112695,1,$60.99
5448,10304061,1004536,100469015054,1,$18.95
5449,10304057,1004532,242313721729,1,$65.99
5450,10304057,1004532,140160459467,1,$48.95
5451,10304065,1002531,832878954342,1,$45.99
5452,10304076,1004547,832878954342,1,$45.99
5453,10304076,1004547,469757173540,1,$35.99
5454,10304144,1004607,100469015054,1,$18.95
5455,10304045,1001019,344538897332,1,$19.99
5456,10304120,1004586,733426809698,1,$18.95
5457,10304119,1004585,344538897332,1,$19.99
5458,10304143,1004606,441530839394,1,$28.45
5459,10304143,1004606,140160459467,2,$97.90
5460,10304143,1004606,521244155990,1,$54.95
5461,10304100,1004568,140160459467,1,$48.95
5462,10304090,1004559,344934101144,1,$24.95
5463,10304084,1004554,140160459467,1,$48.95
5464,10304066,1004540,73201504044,1,$18.95
5465,10304117,1004583,73201504044,1,$18.95
5466,10304048,1004524,344934101144,2,$49.90
5467,10304089,1004558,904582148679,1,$12.97
5468,10304067,1001736,845773115334,1,$12.99
5469,10304049,1004525,704772572943,1,$35.98
5470,10304142,1004605,425361189561,1,$15.99
5471,10304114,1004580,374613020864,1,$10.97
5472,10304115,1004581,483326155497,2,$21.98
5473,10304115,1004581,344538897332,1,$19.99
5474,10304068,1004541,469757173540,1,$35.99
5475,10304068,1004541,344538897332,1,$19.99
5476,10304068,1004541,575410882303,4,$87.80
5477,10304087,1004557,904582148679,1,$12.97
5478,10304108,1004575,832878954342,1,$45.99
5479,10304121,1004587,344538897332,2,$39.98
5480,10304122,1004588,575410882303,2,$43.90
5481,10304099,1004567,425361189561,1,$15.99
5482,10304099,1004567,100469015054,1,$18.95
5483,10304042,1004519,621046126170,1,$22.99
5484,10304052,1004528,73201504044,1,$18.95
5485,10304055,1001050,242313721729,1,$65.99
5486,10304055,1001050,425361189561,1,$15.99
5487,10304055,1001050,242313721729,3,$197.97
5488,10304103,1004571,832878954342,1,$45.99
5489,10304103,1004571,719638485153,2,$145.98
5490,10304069,1004542,73201504044,2,$37.90
5491,10304069,1004542,969568933713,1,$32.99
5492,10304069,1004542,287663658863,1,$9.95
5493,10304069,1004542,733426809698,1,$18.95
5494,10304118,1004584,904582148679,2,$25.94
5495,10304105,1004573,344934101144,3,$74.85
5496,10304074,1004545,483326155497,1,$10.99
5497,10304111,1003812,100469015054,2,$37.90
5498,10304111,1003812,575410882303,2,$43.90
5499,10304109,1004576,832878954342,1,$45.99
5500,10304135,1004599,287663658863,1,$9.95
5501,10304135,1004599,100469015054,2,$37.90
5502,10304135,1004599,704772572943,1,$35.98
5503,10304125,1004590,483326155497,2,$21.98
5504,10304125,1004590,344538897332,1,$19.99
5505,10304125,1004590,425361189561,1,$15.99
5506,10304060,1004535,100469015054,1,$18.95
5507,10304046,1004522,344538897332,1,$19.99
5508,10304046,1004522,704772572943,1,$35.98
5509,10304138,1004601,832878954342,1,$45.99
5510,10304077,1004548,73201504044,1,$18.95
5511,10304077,1004548,374613020864,1,$10.97
5512,10304141,1004604,242313721729,2,$131.98
5513,10304064,1004539,73201504044,2,$37.90
5514,10304107,1004574,719638485153,2,$145.98
5515,10304124,1002973,374613020864,1,$10.97
5516,10304062,1004537,469757173540,1,$35.99
5517,10304059,1004534,733426809698,1,$18.95
5518,10304128,1004593,719638485153,1,$72.99
5519,10304097,1004566,242313721729,1,$65.99
5520,10304092,1004561,704772572943,1,$35.98
5521,10304116,1004582,242313721729,1,$65.99
5522,10304116,1004582,441530839394,1,$28.45
5523,10304043,1004520,140160459467,1,$48.95
5524,10304058,1004533,733426809698,1,$18.95
5525,10304102,1004570,521244155990,1,$54.95
5526,10304088,1002741,719638485153,2,$145.98
5527,10304044,1004521,469757173540,1,$35.99
5528,10304140,1004603,287663658863,1,$9.95
5529,10304140,1004603,832878954342,1,$45.99
5530,10304047,1004523,969568933713,1,$32.99
5531,10304047,1004523,969568933713,4,$131.96
5532,10304047,1004523,344934101144,1,$24.95
5533,10304072,1004543,832878954342,1,$45.99
5534,10304051,1004527,469757173540,1,$35.99
5535,10304085,1004555,832878954342,2,$91.98
5536,10304093,1004562,287663658863,1,$9.95
5537,10304127,1004592,904582148679,1,$12.97
5538,10304054,1004530,100469015054,2,$37.90
5539,10304079,1004550,441530839394,2,$56.90
5540,10304053,1004529,969568933713,1,$32.99
5541,10304110,1004577,441530839394,1,$28.45
5542,10304110,1004577,73201504044,1,$18.95
5543,10304110,1004577,344538897332,1,$19.99
5544,10304095,1004564,621046126170,1,$22.99
5545,10304095,1004564,287663658863,1,$9.95
5546,10304080,1003933,521244155990,1,$54.95
5547,10304082,1004552,441530839394,1,$28.45
5548,10304126,1004591,969568933713,1,$32.99
5549,10304104,1004572,521244155990,1,$54.95
5550,10304070,1002102,845773115334,1,$12.99
5551,10304070,1002102,140160459467,2,$97.90
5552,10304094,1004563,73201504044,1,$18.95
5553,10304081,1004551,140160459467,2,$97.90
5554,10304237,1004686,100469015054,2,$37.90
5555,10304153,1004616,969568933713,1,$32.99
5556,10304184,1004641,969568933713,2,$65.98
5557,10304195,1004651,904582148679,1,$12.97
5558,10304195,1004651,845773115334,2,$25.98
5559,10304195,1004651,719638485153,1,$72.99
5560,10304227,1004677,242313721729,3,$197.97
5561,10304159,1004621,425361189561,1,$15.99
5562,10304209,1004662,904582148679,2,$25.94
5563,10304233,1004683,469757173540,1,$35.99
5564,10304233,1004683,425361189561,1,$15.99
5565,10304165,1004625,441530839394,1,$28.45
5566,10304172,1001814,845773115334,2,$25.98
5567,10304145,1004608,521244155990,2,$109.90
5568,10304145,1004608,719638485153,1,$72.99
5569,10304222,1004672,904582148679,1,$12.97
5570,10304226,1004676,904582148679,1,$12.97
5571,10304250,1004698,374613020864,1,$10.97
5572,10304250,1004698,719638485153,2,$145.98
5573,10304250,1004698,344538897332,2,$39.98
5574,10304250,1004698,73201504044,1,$18.95
5575,10304229,1004679,717036112695,1,$60.99
5576,10304191,1004647,621046126170,5,$114.95
5577,10304191,1004647,425361189561,1,$15.99
5578,10304185,1001229,733426809698,1,$18.95
5579,10304186,1004642,521244155990,1,$54.95
5580,10304186,1004642,287663658863,2,$19.90
5581,10304148,1004611,73201504044,1,$18.95
5582,10304148,1004611,100469015054,1,$18.95
5583,10304189,1004645,969568933713,1,$32.99
5584,10304190,1004646,469757173540,2,$71.98
5585,10304155,1004618,441530839394,1,$28.45
5586,10304155,1004618,575410882303,1,$21.95
5587,10304224,1004674,733426809698,1,$18.95
5588,10304228,1004678,374613020864,1,$10.97
5589,10304212,1004664,374613020864,1,$10.97
5590,10304239,1004688,904582148679,2,$25.94
5591,10304239,1004688,73201504044,1,$18.95
5592,10304161,1004622,425361189561,1,$15.99
5593,10304207,1004660,140160459467,2,$97.90
5594,10304240,1004689,733426809698,1,$18.95
5595,10304240,1004689,344934101144,1,$24.95
5596,10304192,1004648,469757173540,1,$35.99
5597,10304192,1004648,73201504044,1,$18.95
5598,10304192,1004648,845773115334,1,$12.99
5599,10304192,1004648,521244155990,1,$54.95
5600,10304167,1004627,704772572943,2,$71.96
5601,10304167,1004627,469757173540,1,$35.99
5602,10304167,1004627,469757173540,2,$71.98
5603,10304183,1004640,704772572943,1,$35.98
5604,10304174,1004632,441530839394,1,$28.45
5605,10304146,1004609,140160459467,1,$48.95
5606,10304200,1004654,344538897332,2,$39.98
5607,10304147,1004610,140160459467,1,$48.95
5608,10304179,1004637,832878954342,1,$45.99
5609,10304158,1004620,242313721729,1,$65.99
5610,10304198,1004653,287663658863,1,$9.95
5611,10304251,1004699,845773115334,3,$38.97
5612,10304149,1004612,425361189561,1,$15.99
5613,10304203,1004656,344934101144,2,$49.90
5614,10304231,1004681,832878954342,1,$45.99
5615,10304176,1004634,100469015054,1,$18.95
5616,10304243,1004692,845773115334,1,$12.99
5617,10304245,1002270,344538897332,2,$39.98
5618,10304235,1002006,344538897332,2,$39.98
5619,10304219,1002107,287663658863,2,$19.90
5620,10304219,1002107,73201504044,1,$18.95
5621,10304205,1004658,521244155990,2,$109.90
5622,10304248,1004696,719638485153,1,$72.99
5623,10304213,1004665,73201504044,1,$18.95
5624,10304181,1004638,374613020864,1,$10.97
5625,10304181,1004638,287663658863,1,$9.95
5626,10304181,1004638,575410882303,1,$21.95
5627,10304168,1004628,521244155990,1,$54.95
5628,10304199,1001720,73201504044,1,$18.95
5629,10304187,1004643,521244155990,1,$54.95
5630,10304187,1004643,575410882303,1,$21.95
5631,10304187,1004643,845773115334,2,$25.98
5632,10304246,1004694,425361189561,2,$31.98
5633,10304177,1004635,904582148679,2,$25.94
5634,10304182,1004639,845773115334,3,$38.97
5635,10304170,1004630,845773115334,2,$25.98
5636,10304188,1004644,441530839394,1,$28.45
5637,10304152,1004615,469757173540,2,$71.98
5638,10304162,1004623,441530839394,1,$28.45
5639,10304221,1004671,719638485153,1,$72.99
5640,10304163,1001282,845773115334,1,$12.99
5641,10304247,1004695,904582148679,4,$51.88
5642,10304166,1004626,969568933713,2,$65.98
5643,10304242,1004691,719638485153,2,$145.98
5644,10304202,1002376,242313721729,2,$131.98
5645,10304154,1004617,469757173540,2,$71.98
5646,10304218,1004669,100469015054,1,$18.95
5647,10304173,1001023,575410882303,2,$43.90
5648,10304173,1001023,425361189561,1,$15.99
5649,10304151,1004614,344538897332,1,$19.99
5650,10304151,1004614,904582148679,3,$38.91
5651,10304164,1004624,242313721729,3,$197.97
5652,10304216,1004667,469757173540,1,$35.99
5653,10304215,1004666,344538897332,1,$19.99
5654,10304180,1003158,719638485153,1,$72.99
5655,10304194,1004650,704772572943,1,$35.98
5656,10304214,1002068,621046126170,1,$22.99
5657,10304223,1004673,140160459467,1,$48.95
5658,10304241,1004690,374613020864,1,$10.97
5659,10304204,1004657,469757173540,2,$71.98
5660,10304208,1004661,100469015054,1,$18.95
5661,10304244,1004693,242313721729,2,$131.98
5662,10304193,1004649,621046126170,1,$22.99
5663,10304225,1004675,832878954342,1,$45.99
5664,10304206,1004659,733426809698,1,$18.95
5665,10304206,1004659,287663658863,1,$9.95
5666,10304150,1004613,344934101144,1,$24.95
5667,10304169,1004629,904582148679,1,$12.97
5668,10304169,1004629,344934101144,1,$24.95
5669,10304236,1004685,832878954342,2,$91.98
5670,10304230,1004680,521244155990,2,$109.90
5671,10304217,1004668,73201504044,1,$18.95
5672,10304196,1003632,733426809698,2,$37.90
5673,10304156,1004619,73201504044,2,$37.90
5674,10304249,1004697,73201504044,3,$56.85
5675,10304238,1004687,717036112695,2,$121.98
5676,10304175,1004633,717036112695,1,$60.99
5677,10304197,1004652,100469015054,1,$18.95
5678,10304178,1004636,832878954342,1,$45.99
5679,10304210,1004663,733426809698,1,$18.95
5680,10304211,1001065,344538897332,2,$39.98
5681,10304201,1004655,441530839394,1,$28.45
5682,10304171,1004631,242313721729,1,$65.99
5683,10304171,1004631,733426809698,2,$37.90
5684,10304232,1004682,441530839394,1,$28.45
5685,10304160,1002994,242313721729,1,$65.99
5686,10304234,1004684,469757173540,1,$35.99
5687,10304157,1002560,140160459467,2,$97.90
5688,10304220,1004670,717036112695,2,$121.98
5689,10304345,1004783,904582148679,1,$12.97
5690,10304326,1004766,575410882303,1,$21.95
5691,10304330,1004769,969568933713,1,$32.99
5692,10304330,1004769,287663658863,1,$9.95
5693,10304330,1004769,287663658863,2,$19.90
5694,10304339,1004626,733426809698,1,$18.95
5695,10304320,1004760,719638485153,1,$72.99
5696,10304328,1004767,733426809698,3,$56.85
5697,10304307,1004749,469757173540,2,$71.98
5698,10304270,1004716,575410882303,2,$43.90
5699,10304270,1004716,100469015054,1,$18.95
5700,10304351,1004788,344538897332,1,$19.99
5701,10304351,1004788,483326155497,1,$10.99
