Student_ID,Test_ID,math_score,reading_score,writing_score
806,BAC092D4164D,87,82,83
807,885AFA4179F4,70,84,83
808,4196D5803C25,79,84,83
809,850118A768B7,82,85,83
810,31590F7B7763,69,85,83
811,F9E063FA0533,79,85,83
812,746053366BAE,82,86,83
813,E243123D40A3,79,88,83
814,B11DB932EAF4,74,88,83
815,5A45CFCB4819,79,88,83
816,A72A4B827F1F,94,91,83
817,7A26BADAAED8,81,93,83
818,37A85E7A9749,81,78,84
819,535324A831C9,73,81,84
820,42F0AA2F9D91,75,81,84
821,3BFA1D44412E,65,82,84
822,18CBFA9D3A9F,83,83,84
823,B9D6C7F5FF5A,69,83,84
824,F9B0DC5C7DF1,67,84,84
825,77AF04C9984F,79,84,84
826,AE79A2647B1A,83,85,84
827,FE3AA8261DD9,74,85,84
828,7B093209362E,81,85,84
829,F5298C3969C6,68,85,84
830,08E6DDE2B401,86,87,84
831,E5A602A9BE24,79,88,84
832,2096CE6C860C,75,92,84
833,9F97989FCF38,83,78,85
834,B7B4ACCB8AFF,79,79,85
835,3C28706699FF,71,80,85
836,E0648B7ECCC1,71,83,85
837,56B21BB78916,74,83,85
838,796D385FDBF8,73,84,85
839,8AEB22EA9D82,93,85,85
840,E8450AABFAE0,82,86,85
841,7379CFC3AC91,84,88,85
842,743680BE1054,79,89,85
843,4A660B4E1D12,100,91,85
844,C01EAFEA58A1,89,92,85
845,42FB56EC8C78,92,92,85
846,C5B96B45072B,73,94,85
847,B3B622408D13,76,81,86
848,A0E856172798,74,83,86
849,5E739E6D8A2E,91,83,86
850,A9A1C46CCD43,81,83,86
851,22A3124CE238,82,83,86
852,0DED9F9A8E71,94,84,86
853,94C322D12EAA,71,86,86
854,D9CC11ECB4CD,79,86,86
855,70318659DA49,87,86,86
856,28C179918559,66,86,86
857,F4B18EB4652C,91,86,86
858,788605FA78E3,87,87,86
859,5A1249CDF04E,86,90,86
860,484AE33D75C2,97,92,86
861,2EACDC900E12,67,78,87
862,7286421C667B,73,80,87
863,714CD6449C5A,83,81,87
864,C0D9D57CDFB5,55,81,87
865,4A4F86CD223A,76,82,87
866,2628B6C73823,70,82,87
867,C6CC75D21FD5,69,84,87
868,A4DDF2611E1B,87,84,87
869,A68B565F7563,97,86,87
870,494F29C45DCC,78,88,87
871,B0F469323C07,67,89,87
872,F373F78C6D5F,70,91,87
873,94BE06351E17,84,91,87
874,0B184DE679DF,95,92,87
875,70FF58B9C7DD,100,92,87
876,6E39B11464EC,84,93,87
877,16B945B4F6A3,79,93,87
878,5DA75D60A08F,85,93,87
879,0CAC5F6B3996,69,84,88
880,AC24B8F7F056,69,89,88
881,A70181EB606E,68,90,88
882,2F413E4EE22D,82,90,88
883,4FE1456322D6,78,91,88
884,DE33DEC4FDCD,79,92,88
885,0B7376C9C407,73,93,88
886,FCF3BECE85DB,87,94,88
887,6442CBCC4037,91,95,88
888,F21905D7B85A,79,95,88
889,C8574C60065B,72,76,89
890,850F8A790B75,83,83,89
891,DAFE21A78436,86,84,89
892,10A59A9DEFE2,77,84,89
893,5A61416FBF21,73,85,89
894,3767E44F3D48,79,85,89
895,EA97055B693D,85,86,89
896,2A5EA8897879,82,86,89
897,0059A6F2ADF5,89,86,89
898,5588DD6C0456,71,87,89
899,57F3F42BD944,71,89,89
900,B5A0C46A7724,84,89,89
901,47FBC06F7B7E,73,89,89
902,0C108BF0169F,76,90,89
903,CCFB414E82E8,72,90,89
904,F69A0BA4F672,90,90,89
905,CB23C2947084,90,90,89
906,6F065B77DFD5,72,91,89
907,24B89DBFFA60,86,85,90
908,CC2F6B0D91F4,96,86,90
909,1AB55D32677B,80,86,90
910,ED0E37CE9935,90,88,90
911,1243543B5EFD,97,89,90
912,755F04082BAB,90,89,90
913,3FDAB6F305D8,74,90,90
914,A93879718E9D,77,91,90
915,6E62EDEEC905,87,92,90
916,DAADC4661AC4,81,92,90
917,44A085BE590E,77,92,90
918,20C92DB730F1,75,92,90
919,0161F5927B78,80,92,90
920,8790EA6B8CDE,89,96,90
921,FF22577E45D8,96,99,90
922,DCF9EF4295F6,82,83,91
923,033172297292,84,85,91
924,0EF3C5297A89,89,86,91
925,D345B1BE6187,73,88,91
926,AB4746B271B3,86,90,91
927,C3CD4332FA2E,68,91,91
928,A722B4A41DA5,89,92,91
929,E6685CBEABBA,83,95,91
930,7E12EF45845C,93,96,91
931,2CA5D66C2B57,73,83,92
932,7CF1A68E71B8,88,86,92
933,94D4574C3B0D,90,89,92
934,8A94506388C0,74,90,92
935,0445FC9B4632,83,91,92
936,38C241BD0FED,74,92,92
937,1AA86235A6D3,90,96,92
938,5F8BCBBE8780,77,83,93
939,C158F8DC25B8,82,85,93
940,B6EA96E03FF2,78,87,93
941,2A28170EA799,100,89,93
942,62CB56474A7A,79,89,93
943,87F1C2D9475D,90,91,93
944,9D0F9CA02EE7,84,92,93
945,56747CA55ADC,88,88,94
946,A3CDEB58BAA6,87,90,94
947,DBAAC7297A6A,83,92,94
948,B085E265E830,96,92,94
949,5C43B9A2C33B,95,93,94
950,573BC4E4E417,98,93,94
951,AF3AD9493150,85,94,94
952,B374656E7427,85,95,94
953,344AA8D3FA25,79,96,94
954,A04586F90A7E,80,96,94
955,6EE914FC1236,94,96,94
956,4C6303134A1E,90,97,94
957,8E407B81CF7E,82,98,94
958,347250BD864D,76,91,95
959,04495CEFE495,95,91,95
960,5AF08359EDB6,79,92,95
961,694905FF027C,93,93,95
962,71C6C7E89DB8,77,97,95
963,D34FAAA5668C,92,100,95
964,AABDA9BE3390,99,85,96
965,9010C0B8DDBD,80,95,96
966,C9211E914C49,88,95,96
967,332285B6EBDC,95,96,96
968,73DB180358CD,94,99,96
969,2E7E5693DF2B,91,100,96
970,04C3C0632C23,88,93,97
971,12F1FE1AF216,80,94,97
972,677C00429B6D,96,97,97
973,9B1A3F4C18BD,89,100,97
974,432269DF3FF6,89,91,98
975,7949C5218FD5,90,95,98
976,03CCCA86CF64,75,97,98
977,845B9B607D99,95,100,98
978,7A89D7197A23,91,100,98
979,B9908308D2A4,75,89,99
980,3DBCE4CA0A9C,92,97,99
981,B55DE8FD219E,82,99,99
982,738FFAD6D082,88,100,99
983,B875D6F4F4B3,100,100,99
984,2F3AFBD37AF5,96,94,100
985,51EE8B706538,96,94,100
986,6806D8C56948,92,96,100
987,BC3151E8C08B,87,96,100
988,00924D20099D,98,99,100
989,78B70E4F2601,90,99,100
990,8B22437CACFD,94,99,100
991,60D2154DAB86,100,100,100
992,6C6C51C7790D,90,100,100
993,BB0F6ABDD3BF,96,100,100
994,F00D3F11BCFE,93,100,100
995,81B7756E2D7C,96,100,100
996,585A3A9258FD,100,100,100
997,539B36A54321,99,100,100
998,0DB4F0C08BD8,100,100,100
999,947C271E8FDC,90,100,100
1000,0B34820D8833,99,100,100
