Student_ID,Student_ID,,Course_ID
98C57B1D2E5C,98C57B1D2E5C,,648
1C0C676F6404,1C0C676F6404,,649
F9994998CC67,F9994998CC67,,650
C2719A2BC6E0,C2719A2BC6E0,,651
6165661F1FD3,6165661F1FD3,,652
57789A1110EB,57789A1110EB,,653
DBF6650049AE,DBF6650049AE,,654
029F2F46E208,029F2F46E208,,655
CE3C4FE15187,CE3C4FE15187,,656
563ADEA2D777,563ADEA2D777,,657
A94B66617C21,A94B66617C21,,658
7286040E7974,7286040E7974,,659
52A74FEAFA2B,52A74FEAFA2B,,660
66F1CCAB0182,66F1CCAB0182,,661
F50EFA167C35,F50EFA167C35,,662
A2F665623C4F,A2F665623C4F,,663
C956E9858E3E,C956E9858E3E,,664
ABAD74B3A465,ABAD74B3A465,,665
74D18C5B476A,74D18C5B476A,,666
F62BA0EBE1F4,F62BA0EBE1F4,,667
BDB1E4A411D2,BDB1E4A411D2,,668
869A0ACEB1DE,869A0ACEB1DE,,669
B303BB730654,B303BB730654,,670
7D39374EC805,7D39374EC805,,671
2E217CBBFD14,2E217CBBFD14,,672
BA41D2DBD884,BA41D2DBD884,,673
0409A342D107,0409A342D107,,674
E955849C4B86,E955849C4B86,,675
E4D35FFFEE48,E4D35FFFEE48,,676
03E9B1593CBA,03E9B1593CBA,,677
6EE9A7526F8F,6EE9A7526F8F,,678
E4D12A1EC897,E4D12A1EC897,,679
C47F958ADF64,C47F958ADF64,,680
B8C8AA0F6A72,B8C8AA0F6A72,,681
35A31E2FB72F,35A31E2FB72F,,682
0A2F3D1EAC79,0A2F3D1EAC79,,683
C1F066AD475D,C1F066AD475D,,684
325C2D277D3F,325C2D277D3F,,685
E513901FA3C6,E513901FA3C6,,686
7EDBB8F1D71C,7EDBB8F1D71C,,687
FF22679D9BC8,FF22679D9BC8,,688
782682A38E93,782682A38E93,,689
62E4CAED39FD,62E4CAED39FD,,690
FDFB401FB111,FDFB401FB111,,691
8436CBC3C15C,8436CBC3C15C,,692
CBDFAF9B7616,CBDFAF9B7616,,693
5E2828C74273,5E2828C74273,,694
82B43EA3DA70,82B43EA3DA70,,695
7B3C7D120C7A,7B3C7D120C7A,,696
F70C456BED4E,F70C456BED4E,,697
1C12888E215A,1C12888E215A,,698
4948C2745C80,4948C2745C80,,699
3DAA4AA75CB6,3DAA4AA75CB6,,700
933F864098BB,933F864098BB,,701
CB25069087C9,CB25069087C9,,702
83D31445FEF4,83D31445FEF4,,703
3B399EA04CF2,3B399EA04CF2,,704
C616172759E8,C616172759E8,,705
6794DCBE9181,6794DCBE9181,,706
CB6391C19F30,CB6391C19F30,,707
F8E503B20A19,F8E503B20A19,,708
2B3E643FA766,2B3E643FA766,,709
E99ED75412EA,E99ED75412EA,,710
37519D30A333,37519D30A333,,711
1419793DEED9,1419793DEED9,,712
0A715CA3393F,0A715CA3393F,,713
A547CBA4D950,A547CBA4D950,,714
1F5C0DB56347,1F5C0DB56347,,715
AD59DD156E95,AD59DD156E95,,716
5E84F1380970,5E84F1380970,,717
0E5CF28C44E4,0E5CF28C44E4,,718
B92F5B2EFB11,B92F5B2EFB11,,719
39719261D1BF,39719261D1BF,,720
3E802BC8F946,3E802BC8F946,,721
84B769FB0573,84B769FB0573,,722
274622CB9E2B,274622CB9E2B,,723
CC3F9DA412EB,CC3F9DA412EB,,724
9EF30BB08016,9EF30BB08016,,725
F14C07566C13,F14C07566C13,,726
CBFFD6EA6552,CBFFD6EA6552,,727
B3852DFAC7E0,B3852DFAC7E0,,728
8F0644B7C78E,8F0644B7C78E,,729
539454A178CB,539454A178CB,,730
EB60210EBD43,EB60210EBD43,,731
CFA5E0229773,CFA5E0229773,,732
60B7C15BF23C,60B7C15BF23C,,733
8B3A9E1DC751,8B3A9E1DC751,,734
C23B5A073A81,C23B5A073A81,,735
F1421799A6B3,F1421799A6B3,,736
CDF2F698C392,CDF2F698C392,,737
6B188C86D3BB,6B188C86D3BB,,738
A1099A67BA1C,A1099A67BA1C,,739
E977EE1D149C,E977EE1D149C,,740
930AAA9B8074,930AAA9B8074,,741
A37DB832B74A,A37DB832B74A,,742
D80CEC6DAF4C,D80CEC6DAF4C,,743
81EA5AACAE62,81EA5AACAE62,,744
D3A656E62F7B,D3A656E62F7B,,745
A16B78F7FB62,A16B78F7FB62,,746
6D90AC5C0251,6D90AC5C0251,,747
0C88704B3A92,0C88704B3A92,,748
D2CD4A9C4E2C,D2CD4A9C4E2C,,749
2125640ECC02,2125640ECC02,,750
41A28855086B,41A28855086B,,751
F3114277CE37,F3114277CE37,,752
D0ADAEEBDA9F,D0ADAEEBDA9F,,753
9AC3A9DEE300,9AC3A9DEE300,,754
75B5503ACB0F,75B5503ACB0F,,755
C44DAB2103DD,C44DAB2103DD,,756
D3FB1811A60B,D3FB1811A60B,,757
A804470B0878,A804470B0878,,758
2A3EFCBB1621,2A3EFCBB1621,,759
BF55A2C58A1B,BF55A2C58A1B,,760
772F18D7EF4A,772F18D7EF4A,,761
28AC86821ED4,28AC86821ED4,,762
8E1E147D6666,8E1E147D6666,,763
CA030BFFD583,CA030BFFD583,,764
44D1D8189B94,44D1D8189B94,,765
09583E86500A,09583E86500A,,766
B530265E2540,B530265E2540,,767
B5762A3F177E,B5762A3F177E,,768
B0F071BE0C1D,B0F071BE0C1D,,769
CCFC6B4B6798,CCFC6B4B6798,,770
8A8F66A1F44A,8A8F66A1F44A,,771
21D71B2E128A,21D71B2E128A,,772
9E51BE31D56D,9E51BE31D56D,,773
CE48DF40E321,CE48DF40E321,,774
13BE594AEFDB,13BE594AEFDB,,775
3EEA16DB60B1,3EEA16DB60B1,,776
A49A7C8E020F,A49A7C8E020F,,777
25EDF5FE7661,25EDF5FE7661,,778
C1951B0A66DE,C1951B0A66DE,,779
AF844C87F237,AF844C87F237,,780
C8744326ED44,C8744326ED44,,781
B4252DADA10F,B4252DADA10F,,782
1C9DDA9C4CBB,1C9DDA9C4CBB,,783
921550861CAA,921550861CAA,,784
F0E46D5B7AF1,F0E46D5B7AF1,,785
33E7E16B6081,33E7E16B6081,,786
2DA879154519,2DA879154519,,787
784EF86B34E7,784EF86B34E7,,788
358CEF526D9E,358CEF526D9E,,789
0E13F6C2C762,0E13F6C2C762,,790
5696B5A4EE70,5696B5A4EE70,,791
5735592E2F04,5735592E2F04,,792
16649925C023,16649925C023,,793
23EC1BD20ABE,23EC1BD20ABE,,794
959495040897,959495040897,,795
6FFE4CE605E7,6FFE4CE605E7,,796
F73D7D73A788,F73D7D73A788,,797
D8041D85C9AC,D8041D85C9AC,,798
B68618EBE61A,B68618EBE61A,,799
1C6E72EE226E,1C6E72EE226E,,800
5DFC51D3BB3C,5DFC51D3BB3C,,801
A7C2EE515FB8,A7C2EE515FB8,,802
320181ACE77A,320181ACE77A,,803
42EAD879A019,42EAD879A019,,804
35F14201AF59,35F14201AF59,,805
BAC092D4164D,BAC092D4164D,,806
885AFA4179F4,885AFA4179F4,,807
4196D5803C25,4196D5803C25,,808
850118A768B7,850118A768B7,,809
31590F7B7763,31590F7B7763,,810
F9E063FA0533,F9E063FA0533,,811
746053366BAE,746053366BAE,,812
E243123D40A3,E243123D40A3,,813
B11DB932EAF4,B11DB932EAF4,,814
5A45CFCB4819,5A45CFCB4819,,815
A72A4B827F1F,A72A4B827F1F,,816
7A26BADAAED8,7A26BADAAED8,,817
37A85E7A9749,37A85E7A9749,,818
535324A831C9,535324A831C9,,819
42F0AA2F9D91,42F0AA2F9D91,,820
3BFA1D44412E,3BFA1D44412E,,821
18CBFA9D3A9F,18CBFA9D3A9F,,822
B9D6C7F5FF5A,B9D6C7F5FF5A,,823
F9B0DC5C7DF1,F9B0DC5C7DF1,,824
77AF04C9984F,77AF04C9984F,,825
AE79A2647B1A,AE79A2647B1A,,826
FE3AA8261DD9,FE3AA8261DD9,,827
7B093209362E,7B093209362E,,828
F5298C3969C6,F5298C3969C6,,829
08E6DDE2B401,08E6DDE2B401,,830
E5A602A9BE24,E5A602A9BE24,,831
2096CE6C860C,2096CE6C860C,,832
9F97989FCF38,9F97989FCF38,,833
B7B4ACCB8AFF,B7B4ACCB8AFF,,834
3C28706699FF,3C28706699FF,,835
E0648B7ECCC1,E0648B7ECCC1,,836
56B21BB78916,56B21BB78916,,837
796D385FDBF8,796D385FDBF8,,838
8AEB22EA9D82,8AEB22EA9D82,,839
E8450AABFAE0,E8450AABFAE0,,840
7379CFC3AC91,7379CFC3AC91,,841
743680BE1054,743680BE1054,,842
4A660B4E1D12,4A660B4E1D12,,843
C01EAFEA58A1,C01EAFEA58A1,,844
42FB56EC8C78,42FB56EC8C78,,845
C5B96B45072B,C5B96B45072B,,846
B3B622408D13,B3B622408D13,,847
A0E856172798,A0E856172798,,848
5E739E6D8A2E,5E739E6D8A2E,,849
A9A1C46CCD43,A9A1C46CCD43,,850
22A3124CE238,22A3124CE238,,851
0DED9F9A8E71,0DED9F9A8E71,,852
94C322D12EAA,94C322D12EAA,,853
D9CC11ECB4CD,D9CC11ECB4CD,,854
70318659DA49,70318659DA49,,855
28C179918559,28C179918559,,856
F4B18EB4652C,F4B18EB4652C,,857
788605FA78E3,788605FA78E3,,858
5A1249CDF04E,5A1249CDF04E,,859
484AE33D75C2,484AE33D75C2,,860
2EACDC900E12,2EACDC900E12,,861
7286421C667B,7286421C667B,,862
714CD6449C5A,714CD6449C5A,,863
C0D9D57CDFB5,C0D9D57CDFB5,,864
4A4F86CD223A,4A4F86CD223A,,865
2628B6C73823,2628B6C73823,,866
C6CC75D21FD5,C6CC75D21FD5,,867
A4DDF2611E1B,A4DDF2611E1B,,868
A68B565F7563,A68B565F7563,,869
494F29C45DCC,494F29C45DCC,,870
B0F469323C07,B0F469323C07,,871
F373F78C6D5F,F373F78C6D5F,,872
94BE06351E17,94BE06351E17,,873
0B184DE679DF,0B184DE679DF,,874
70FF58B9C7DD,70FF58B9C7DD,,875
6E39B11464EC,6E39B11464EC,,876
16B945B4F6A3,16B945B4F6A3,,877
5DA75D60A08F,5DA75D60A08F,,878
0CAC5F6B3996,0CAC5F6B3996,,879
AC24B8F7F056,AC24B8F7F056,,880
A70181EB606E,A70181EB606E,,881
2F413E4EE22D,2F413E4EE22D,,882
4FE1456322D6,4FE1456322D6,,883
DE33DEC4FDCD,DE33DEC4FDCD,,884
0B7376C9C407,0B7376C9C407,,885
FCF3BECE85DB,FCF3BECE85DB,,886
6442CBCC4037,6442CBCC4037,,887
F21905D7B85A,F21905D7B85A,,888
C8574C60065B,C8574C60065B,,889
850F8A790B75,850F8A790B75,,890
DAFE21A78436,DAFE21A78436,,891
10A59A9DEFE2,10A59A9DEFE2,,892
5A61416FBF21,5A61416FBF21,,893
3767E44F3D48,3767E44F3D48,,894
EA97055B693D,EA97055B693D,,895
2A5EA8897879,2A5EA8897879,,896
0059A6F2ADF5,0059A6F2ADF5,,897
5588DD6C0456,5588DD6C0456,,898
57F3F42BD944,57F3F42BD944,,899
B5A0C46A7724,B5A0C46A7724,,900
47FBC06F7B7E,47FBC06F7B7E,,901
0C108BF0169F,0C108BF0169F,,902
CCFB414E82E8,CCFB414E82E8,,903
F69A0BA4F672,F69A0BA4F672,,904
CB23C2947084,CB23C2947084,,905
6F065B77DFD5,6F065B77DFD5,,906
24B89DBFFA60,24B89DBFFA60,,907
CC2F6B0D91F4,CC2F6B0D91F4,,908
1AB55D32677B,1AB55D32677B,,909
ED0E37CE9935,ED0E37CE9935,,910
1243543B5EFD,1243543B5EFD,,911
755F04082BAB,755F04082BAB,,912
3FDAB6F305D8,3FDAB6F305D8,,913
A93879718E9D,A93879718E9D,,914
6E62EDEEC905,6E62EDEEC905,,915
DAADC4661AC4,DAADC4661AC4,,916
44A085BE590E,44A085BE590E,,917
20C92DB730F1,20C92DB730F1,,918
0161F5927B78,0161F5927B78,,919
8790EA6B8CDE,8790EA6B8CDE,,920
FF22577E45D8,FF22577E45D8,,921
DCF9EF4295F6,DCF9EF4295F6,,922
033172297292,033172297292,,923
0EF3C5297A89,0EF3C5297A89,,924
D345B1BE6187,D345B1BE6187,,925
AB4746B271B3,AB4746B271B3,,926
C3CD4332FA2E,C3CD4332FA2E,,927
A722B4A41DA5,A722B4A41DA5,,928
E6685CBEABBA,E6685CBEABBA,,929
7E12EF45845C,7E12EF45845C,,930
2CA5D66C2B57,2CA5D66C2B57,,931
7CF1A68E71B8,7CF1A68E71B8,,932
94D4574C3B0D,94D4574C3B0D,,933
8A94506388C0,8A94506388C0,,934
0445FC9B4632,0445FC9B4632,,935
38C241BD0FED,38C241BD0FED,,936
1AA86235A6D3,1AA86235A6D3,,937
5F8BCBBE8780,5F8BCBBE8780,,938
C158F8DC25B8,C158F8DC25B8,,939
B6EA96E03FF2,B6EA96E03FF2,,940
2A28170EA799,2A28170EA799,,941
62CB56474A7A,62CB56474A7A,,942
87F1C2D9475D,87F1C2D9475D,,943
9D0F9CA02EE7,9D0F9CA02EE7,,944
56747CA55ADC,56747CA55ADC,,945
A3CDEB58BAA6,A3CDEB58BAA6,,946
DBAAC7297A6A,DBAAC7297A6A,,947
B085E265E830,B085E265E830,,948
5C43B9A2C33B,5C43B9A2C33B,,949
573BC4E4E417,573BC4E4E417,,950
AF3AD9493150,AF3AD9493150,,951
B374656E7427,B374656E7427,,952
344AA8D3FA25,344AA8D3FA25,,953
A04586F90A7E,A04586F90A7E,,954
6EE914FC1236,6EE914FC1236,,955
4C6303134A1E,4C6303134A1E,,956
8E407B81CF7E,8E407B81CF7E,,957
347250BD864D,347250BD864D,,958
04495CEFE495,04495CEFE495,,959
5AF08359EDB6,5AF08359EDB6,,960
694905FF027C,694905FF027C,,961
71C6C7E89DB8,71C6C7E89DB8,,962
D34FAAA5668C,D34FAAA5668C,,963
AABDA9BE3390,AABDA9BE3390,,964
9010C0B8DDBD,9010C0B8DDBD,,965
C9211E914C49,C9211E914C49,,966
332285B6EBDC,332285B6EBDC,,967
73DB180358CD,73DB180358CD,,968
2E7E5693DF2B,2E7E5693DF2B,,969
04C3C0632C23,04C3C0632C23,,970
12F1FE1AF216,12F1FE1AF216,,971
677C00429B6D,677C00429B6D,,972
9B1A3F4C18BD,9B1A3F4C18BD,,973
432269DF3FF6,432269DF3FF6,,974
7949C5218FD5,7949C5218FD5,,975
03CCCA86CF64,03CCCA86CF64,,976
845B9B607D99,845B9B607D99,,977
7A89D7197A23,7A89D7197A23,,978
B9908308D2A4,B9908308D2A4,,979
3DBCE4CA0A9C,3DBCE4CA0A9C,,980
B55DE8FD219E,B55DE8FD219E,,981
738FFAD6D082,738FFAD6D082,,982
B875D6F4F4B3,B875D6F4F4B3,,983
2F3AFBD37AF5,2F3AFBD37AF5,,984
51EE8B706538,51EE8B706538,,985
6806D8C56948,6806D8C56948,,986
BC3151E8C08B,BC3151E8C08B,,987
00924D20099D,00924D20099D,,988
78B70E4F2601,78B70E4F2601,,989
8B22437CACFD,8B22437CACFD,,990
60D2154DAB86,60D2154DAB86,,991
6C6C51C7790D,6C6C51C7790D,,992
BB0F6ABDD3BF,BB0F6ABDD3BF,,993
F00D3F11BCFE,F00D3F11BCFE,,994
81B7756E2D7C,81B7756E2D7C,,995
585A3A9258FD,585A3A9258FD,,996
539B36A54321,539B36A54321,,997
0DB4F0C08BD8,0DB4F0C08BD8,,998
947C271E8FDC,947C271E8FDC,,999
0B34820D8833,0B34820D8833,,1000
