Student_ID,Test_ID,parental_level_of_education,lunch_plan,test_preparation_course
109,19D32C291DDF,5.00,1.00,NONE
433,B79537E22F9F,5.00,1.00,NONE
47,511F8AF7443A,6.00,2.00,NONE
576,CDD5C84A6CFC,6.00,2.00,NONE
848,A0E856172798,6.00,2.00,NONE
651,C2719A2BC6E0,6.00,1.00,NONE
784,921550861CAA,6.00,1.00,NONE
986,6806D8C56948,6.00,2.00,NONE
486,C184023552D8,6.00,1.00,NONE
177,24CF63F300D2,6.00,1.00,NONE
309,9E11F1395DE2,6.00,1.00,NONE
981,B55DE8FD219E,6.00,2.00,NONE
809,850118A768B7,6.00,2.00,NONE
117,00A86A3C467B,6.00,1.00,NONE
362,8BC7D3CA2209,6.00,1.00,NONE
713,0A715CA3393F,6.00,1.00,NONE
703,83D31445FEF4,6.00,1.00,NONE
494,89F994C48FD1,6.00,2.00,NONE
351,BEEF12C482D0,6.00,2.00,NONE
426,2A8732C4F5C2,6.00,1.00,NONE
559,1FE8E2345AEC,6.00,1.00,NONE
554,F4835D2A718B,6.00,2.00,NONE
260,74512218FBE9,6.00,2.00,NONE
387,CB0BA8AFDD70,6.00,1.00,NONE
963,D34FAAA5668C,6.00,2.00,NONE
144,382B60906C52,6.00,2.00,NONE
401,E1E4E56C0276,6.00,1.00,NONE
735,C23B5A073A81,6.00,1.00,NONE
747,6D90AC5C0251,6.00,2.00,NONE
81,035827F94A61,6.00,1.00,NONE
797,F73D7D73A788,6.00,2.00,NONE
819,535324A831C9,6.00,2.00,NONE
740,E977EE1D149C,6.00,2.00,NONE
282,77E4A818DBC7,6.00,1.00,NONE
82,6078960BD537,6.00,1.00,NONE
842,743680BE1054,6.00,2.00,NONE
443,CD8FB8898D24,6.00,2.00,NONE
761,772F18D7EF4A,6.00,2.00,NONE
929,E6685CBEABBA,6.00,2.00,NONE
67,3DDC3A3C0417,6.00,1.00,NONE
423,A21613612F0D,6.00,2.00,NONE
875,70FF58B9C7DD,6.00,2.00,NONE
656,CE3C4FE15187,6.00,2.00,NONE
549,79409BE1102D,6.00,1.00,NONE
138,99658306486E,6.00,1.00,NONE
263,4473581D28E3,6.00,2.00,NONE
543,352996286170,6.00,1.00,NONE
287,157A83960377,6.00,2.00,NONE
339,832D9942C6B8,6.00,1.00,NONE
785,F0E46D5B7AF1,1.00,2.00,COMPLETED
537,DA5D0EE8390E,1.00,2.00,COMPLETED
603,7586562AAF7E,1.00,2.00,COMPLETED
677,03E9B1593CBA,1.00,2.00,COMPLETED
719,B92F5B2EFB11,1.00,2.00,COMPLETED
953,344AA8D3FA25,1.00,2.00,COMPLETED
86,993F208CAFA0,1.00,2.00,COMPLETED
935,0445FC9B4632,1.00,1.00,COMPLETED
79,6AB2F507F1B1,1.00,2.00,COMPLETED
837,56B21BB78916,1.00,2.00,COMPLETED
84,E9C5A0CE239F,1.00,2.00,COMPLETED
555,48DAABACAE14,1.00,2.00,COMPLETED
598,8238B886DBAC,1.00,1.00,COMPLETED
71,4268FC1BBF04,1.00,1.00,COMPLETED
410,F0D469E44A0F,1.00,2.00,COMPLETED
477,81F77091A590,1.00,2.00,COMPLETED
683,0A2F3D1EAC79,1.00,2.00,COMPLETED
615,8438496CD8B9,1.00,1.00,COMPLETED
493,64EDA4262789,1.00,2.00,COMPLETED
27,9C6A00155CAC,1.00,2.00,COMPLETED
672,2E217CBBFD14,1.00,2.00,COMPLETED
372,84AD2EBE3EB3,1.00,2.00,COMPLETED
232,37808CD38737,1.00,2.00,COMPLETED
290,F7CFBA05F4A7,1.00,1.00,COMPLETED
328,4B059F14F68D,1.00,1.00,COMPLETED
788,784EF86B34E7,1.00,2.00,COMPLETED
960,5AF08359EDB6,1.00,2.00,COMPLETED
487,A5BFA723B10C,1.00,1.00,COMPLETED
516,D856824B08C5,1.00,2.00,COMPLETED
701,933F864098BB,1.00,2.00,COMPLETED
155,6670670DE4A0,1.00,1.00,COMPLETED
723,274622CB9E2B,1.00,2.00,COMPLETED
182,BFF287E77E33,1.00,1.00,COMPLETED
907,24B89DBFFA60,1.00,2.00,COMPLETED
693,CBDFAF9B7616,1.00,2.00,COMPLETED
227,CBF82FFD35DE,1.00,1.00,COMPLETED
428,87F427094745,1.00,1.00,COMPLETED
974,432269DF3FF6,1.00,2.00,COMPLETED
163,334CD50F9DEB,1.00,1.00,COMPLETED
962,71C6C7E89DB8,1.00,2.00,COMPLETED
585,F707B7C6FBC0,1.00,2.00,COMPLETED
655,029F2F46E208,1.00,2.00,COMPLETED
733,60B7C15BF23C,1.00,2.00,COMPLETED
237,E26EB2269D25,1.00,1.00,COMPLETED
507,82940E318886,1.00,2.00,COMPLETED
790,0E13F6C2C762,1.00,1.00,COMPLETED
342,E982335D6BCA,1.00,1.00,COMPLETED
504,B56E329AAA43,1.00,1.00,COMPLETED
358,8F6780D2A492,1.00,1.00,COMPLETED
609,2D41B37D0255,1.00,2.00,COMPLETED
535,4FEF1470383C,1.00,2.00,COMPLETED
831,E5A602A9BE24,1.00,2.00,COMPLETED
310,D9FCACCA0258,1.00,2.00,COMPLETED
682,35A31E2FB72F,1.00,2.00,COMPLETED
608,BA0433D8A643,1.00,2.00,COMPLETED
432,F5221FAF3D22,1.00,1.00,COMPLETED
377,35AF11AEA790,1.00,2.00,COMPLETED
741,930AAA9B8074,1.00,2.00,COMPLETED
927,C3CD4332FA2E,1.00,2.00,COMPLETED
240,54200F61AF70,1.00,1.00,COMPLETED
15,E235C07F2441,1.00,1.00,COMPLETED
471,F2D1D7DBD65F,1.00,2.00,COMPLETED
658,A94B66617C21,1.00,2.00,COMPLETED
77,EA94E2C3709E,2.00,2.00,COMPLETED
470,2071184615A3,2.00,1.00,COMPLETED
434,0304022FC741,2.00,2.00,COMPLETED
952,B374656E7427,2.00,2.00,COMPLETED
273,544662C2A4EE,2.00,1.00,COMPLETED
839,8AEB22EA9D82,2.00,2.00,COMPLETED
179,36F499DE4744,2.00,1.00,COMPLETED
255,07A1A2FDE3EC,2.00,2.00,COMPLETED
350,CD62C0037B30,2.00,1.00,COMPLETED
213,1BD6E6A550A1,2.00,1.00,COMPLETED
259,B340B10A3EA0,2.00,1.00,COMPLETED
388,ACE9A55708FE,2.00,2.00,COMPLETED
967,332285B6EBDC,2.00,2.00,COMPLETED
840,E8450AABFAE0,2.00,1.00,COMPLETED
800,1C6E72EE226E,2.00,2.00,COMPLETED
813,E243123D40A3,2.00,2.00,COMPLETED
596,A6F110D43D3E,2.00,2.00,COMPLETED
874,0B184DE679DF,2.00,2.00,COMPLETED
799,B68618EBE61A,2.00,2.00,COMPLETED
592,EA4D0B05736A,2.00,1.00,COMPLETED
352,DA4A1D845E53,2.00,2.00,COMPLETED
375,84A35900FBAB,2.00,1.00,COMPLETED
639,4F8E13C5777B,2.00,2.00,COMPLETED
50,91171C440411,2.00,1.00,COMPLETED
402,9C340292AC83,2.00,2.00,COMPLETED
895,EA97055B693D,2.00,1.00,COMPLETED
68,164394D24A13,2.00,1.00,COMPLETED
652,6165661F1FD3,2.00,2.00,COMPLETED
669,869A0ACEB1DE,2.00,2.00,COMPLETED
386,41D102A9B781,2.00,1.00,COMPLETED
430,49BA5F7B8BCA,2.00,1.00,COMPLETED
616,3C533912A0FA,2.00,2.00,COMPLETED
823,B9D6C7F5FF5A,2.00,2.00,COMPLETED
103,BDE86DC495C6,2.00,1.00,COMPLETED
169,C19CF10E0311,2.00,1.00,COMPLETED
533,BBA2B77408F2,2.00,1.00,COMPLETED
980,3DBCE4CA0A9C,2.00,2.00,COMPLETED
762,28AC86821ED4,2.00,2.00,COMPLETED
753,D0ADAEEBDA9F,2.00,2.00,COMPLETED
976,03CCCA86CF64,2.00,2.00,COMPLETED
626,8A4C29C07972,2.00,2.00,COMPLETED
765,44D1D8189B94,2.00,2.00,COMPLETED
766,09583E86500A,2.00,2.00,COMPLETED
901,47FBC06F7B7E,2.00,2.00,COMPLETED
544,1A41D5CC16B9,2.00,1.00,COMPLETED
257,501A0C75823D,2.00,2.00,COMPLETED
462,D489D7FD445B,2.00,2.00,COMPLETED
860,484AE33D75C2,2.00,2.00,COMPLETED
593,762DE13EC60E,2.00,2.00,COMPLETED
577,ABD6FC557089,2.00,2.00,COMPLETED
948,B085E265E830,2.00,2.00,COMPLETED
160,1F51FFB81525,2.00,1.00,COMPLETED
324,0627DDC78F2B,2.00,2.00,COMPLETED
731,EB60210EBD43,2.00,2.00,COMPLETED
105,226866F9C863,2.00,2.00,COMPLETED
685,325C2D277D3F,2.00,1.00,COMPLETED
69,B42989CE5DB9,2.00,2.00,COMPLETED
392,BCAD2AF6F5E7,2.00,1.00,COMPLETED
514,FDC96A87583F,2.00,1.00,COMPLETED
610,0E53E811B61E,2.00,1.00,COMPLETED
897,0059A6F2ADF5,2.00,2.00,COMPLETED
198,3CC1A93E1853,2.00,2.00,COMPLETED
619,339F9AA99514,2.00,2.00,COMPLETED
657,563ADEA2D777,2.00,2.00,COMPLETED
849,5E739E6D8A2E,2.00,2.00,COMPLETED
452,E898000312DC,2.00,2.00,COMPLETED
20,BE87DF6C173F,2.00,1.00,COMPLETED
879,0CAC5F6B3996,2.00,2.00,COMPLETED
688,FF22679D9BC8,3.00,2.00,COMPLETED
725,9EF30BB08016,3.00,1.00,COMPLETED
942,62CB56474A7A,3.00,1.00,COMPLETED
755,75B5503ACB0F,3.00,1.00,COMPLETED
622,D2FFDDE96F7B,3.00,1.00,COMPLETED
52,4D766AFEF073,3.00,1.00,COMPLETED
1000,0B34820D8833,3.00,2.00,COMPLETED
857,F4B18EB4652C,3.00,2.00,COMPLETED
821,3BFA1D44412E,3.00,1.00,COMPLETED
367,1F1950AD9E3C,3.00,2.00,COMPLETED
865,4A4F86CD223A,3.00,2.00,COMPLETED
359,A09DB2B3F507,3.00,2.00,COMPLETED
382,E958CBC5FFF7,3.00,1.00,COMPLETED
126,EDC3ED6DC9A6,3.00,2.00,COMPLETED
23,C46132201669,3.00,1.00,COMPLETED
531,C123348C8D52,3.00,2.00,COMPLETED
337,D370FD74A8D1,3.00,2.00,COMPLETED
511,964AAAB6B273,3.00,2.00,COMPLETED
613,7AF8D2A3201F,3.00,2.00,COMPLETED
985,51EE8B706538,3.00,2.00,COMPLETED
934,8A94506388C0,3.00,1.00,COMPLETED
256,B3FC3CAE4EA9,3.00,2.00,COMPLETED
654,DBF6650049AE,3.00,1.00,COMPLETED
793,16649925C023,3.00,2.00,COMPLETED
726,F14C07566C13,3.00,2.00,COMPLETED
978,7A89D7197A23,3.00,2.00,COMPLETED
911,1243543B5EFD,3.00,2.00,COMPLETED
41,A62CF1A934EB,3.00,1.00,COMPLETED
323,96330EDCA9EC,3.00,2.00,COMPLETED
665,ABAD74B3A465,3.00,2.00,COMPLETED
202,8EEC776A43D9,3.00,1.00,COMPLETED
913,3FDAB6F305D8,3.00,1.00,COMPLETED
794,23EC1BD20ABE,3.00,2.00,COMPLETED
751,41A28855086B,3.00,2.00,COMPLETED
893,5A61416FBF21,3.00,2.00,COMPLETED
18,3049A95E9F66,3.00,2.00,COMPLETED
570,30B694BB28A7,3.00,2.00,COMPLETED
964,AABDA9BE3390,3.00,2.00,COMPLETED
607,FD0C41A0A1D0,3.00,2.00,COMPLETED
861,2EACDC900E12,3.00,2.00,COMPLETED
391,254077DBC4D5,3.00,1.00,COMPLETED
561,CF98716BC4C6,3.00,2.00,COMPLETED
778,25EDF5FE7661,3.00,1.00,COMPLETED
635,C138FF071BC1,3.00,2.00,COMPLETED
294,52C681C4BB58,3.00,2.00,COMPLETED
884,DE33DEC4FDCD,3.00,2.00,COMPLETED
121,E7A6F35016F2,3.00,2.00,COMPLETED
636,8DD3D758A61A,3.00,1.00,COMPLETED
776,3EEA16DB60B1,3.00,1.00,COMPLETED
630,61713BB4AFCE,3.00,2.00,COMPLETED
914,A93879718E9D,3.00,2.00,COMPLETED
922,DCF9EF4295F6,3.00,2.00,COMPLETED
505,F584055FF5BB,3.00,1.00,COMPLETED
890,850F8A790B75,3.00,2.00,COMPLETED
408,CD9944E34A1B,3.00,2.00,COMPLETED
279,1A0A099A44C9,3.00,2.00,COMPLETED
689,782682A38E93,3.00,2.00,COMPLETED
530,6ABE33B6BD9E,3.00,1.00,COMPLETED
754,9AC3A9DEE300,3.00,2.00,COMPLETED
293,2BB66599B20D,3.00,2.00,COMPLETED
107,74B8C805F3D9,3.00,2.00,COMPLETED
853,94C322D12EAA,3.00,2.00,COMPLETED
73,D0B0F313C535,3.00,2.00,COMPLETED
894,3767E44F3D48,3.00,2.00,COMPLETED
618,BB7035BF4ADA,3.00,2.00,COMPLETED
923,033172297292,3.00,2.00,COMPLETED
399,1A13D6CCAE8E,3.00,1.00,COMPLETED
460,5450C151A48E,3.00,2.00,COMPLETED
827,FE3AA8261DD9,3.00,2.00,COMPLETED
835,3C28706699FF,3.00,2.00,COMPLETED
416,17DEC51E5DFC,3.00,2.00,COMPLETED
946,A3CDEB58BAA6,3.00,2.00,COMPLETED
597,8FA43DD771B2,3.00,2.00,COMPLETED
926,AB4746B271B3,3.00,1.00,COMPLETED
506,EF5CF3F7F42E,3.00,2.00,COMPLETED
415,6609C7960EAA,3.00,1.00,COMPLETED
547,5E47FD12696B,3.00,2.00,COMPLETED
536,3D9017734B99,3.00,2.00,COMPLETED
699,4948C2745C80,3.00,2.00,COMPLETED
173,A3A5558121AA,3.00,2.00,COMPLETED
979,B9908308D2A4,3.00,1.00,COMPLETED
983,B875D6F4F4B3,3.00,2.00,COMPLETED
660,52A74FEAFA2B,3.00,2.00,COMPLETED
149,1898EAD6447B,3.00,2.00,COMPLETED
706,6794DCBE9181,3.00,2.00,COMPLETED
697,F70C456BED4E,3.00,2.00,COMPLETED
632,92F0728236CC,3.00,2.00,COMPLETED
938,5F8BCBBE8780,4.00,2.00,COMPLETED
898,5588DD6C0456,4.00,2.00,COMPLETED
645,2ED3BCFBF98E,4.00,2.00,COMPLETED
456,001F77FB52EB,4.00,1.00,COMPLETED
405,0B93C820D727,4.00,2.00,COMPLETED
810,31590F7B7763,4.00,1.00,COMPLETED
249,B15BD476EEBC,4.00,1.00,COMPLETED
859,5A1249CDF04E,4.00,2.00,COMPLETED
885,0B7376C9C407,4.00,1.00,COMPLETED
653,57789A1110EB,4.00,2.00,COMPLETED
667,F62BA0EBE1F4,4.00,2.00,COMPLETED
348,1AAE34AE28EB,4.00,2.00,COMPLETED
936,38C241BD0FED,4.00,1.00,COMPLETED
750,2125640ECC02,4.00,2.00,COMPLETED
786,33E7E16B6081,4.00,2.00,COMPLETED
780,AF844C87F237,4.00,2.00,COMPLETED
988,00924D20099D,4.00,2.00,COMPLETED
896,2A5EA8897879,4.00,2.00,COMPLETED
344,38A756689D01,4.00,1.00,COMPLETED
595,9DA62A96796F,4.00,1.00,COMPLETED
192,ABD89FE93EC2,4.00,2.00,COMPLETED
217,16DC7150CCD8,4.00,1.00,COMPLETED
996,585A3A9258FD,4.00,2.00,COMPLETED
243,C9254BEBC1E0,4.00,1.00,COMPLETED
777,A49A7C8E020F,4.00,1.00,COMPLETED
690,62E4CAED39FD,4.00,2.00,COMPLETED
872,F373F78C6D5F,4.00,2.00,COMPLETED
320,59981EEA96CE,4.00,1.00,COMPLETED
854,D9CC11ECB4CD,4.00,2.00,COMPLETED
892,10A59A9DEFE2,4.00,2.00,COMPLETED
539,5A8AE4B9B146,4.00,2.00,COMPLETED
722,84B769FB0573,4.00,2.00,COMPLETED
847,B3B622408D13,4.00,2.00,COMPLETED
245,9051B7C03F73,4.00,1.00,COMPLETED
947,DBAAC7297A6A,4.00,1.00,COMPLETED
863,714CD6449C5A,4.00,2.00,COMPLETED
868,A4DDF2611E1B,4.00,2.00,COMPLETED
721,3E802BC8F946,4.00,2.00,COMPLETED
503,D39427F2F8C2,4.00,1.00,COMPLETED
818,37A85E7A9749,4.00,2.00,COMPLETED
873,94BE06351E17,4.00,2.00,COMPLETED
798,D8041D85C9AC,4.00,2.00,COMPLETED
829,F5298C3969C6,4.00,2.00,COMPLETED
966,C9211E914C49,4.00,2.00,COMPLETED
833,9F97989FCF38,4.00,2.00,COMPLETED
944,9D0F9CA02EE7,4.00,2.00,COMPLETED
862,7286421C667B,4.00,2.00,COMPLETED
903,CCFB414E82E8,4.00,2.00,COMPLETED
161,06434770BAC4,4.00,1.00,COMPLETED
396,A2D8C0C04E1E,4.00,2.00,COMPLETED
152,65849BDF3E9C,4.00,1.00,COMPLETED
696,7B3C7D120C7A,4.00,2.00,COMPLETED
941,2A28170EA799,4.00,2.00,COMPLETED
994,F00D3F11BCFE,4.00,2.00,COMPLETED
917,44A085BE590E,4.00,2.00,COMPLETED
458,098D3CC1683B,4.00,1.00,COMPLETED
989,78B70E4F2601,4.00,1.00,COMPLETED
758,A804470B0878,4.00,2.00,COMPLETED
912,755F04082BAB,4.00,1.00,COMPLETED
53,EBA8709921FF,4.00,1.00,COMPLETED
802,A7C2EE515FB8,4.00,1.00,COMPLETED
529,CD18750B1755,4.00,1.00,COMPLETED
783,1C9DDA9C4CBB,4.00,2.00,COMPLETED
666,74D18C5B476A,4.00,1.00,COMPLETED
871,B0F469323C07,4.00,2.00,COMPLETED
429,1D6A51BCD702,4.00,2.00,COMPLETED
993,BB0F6ABDD3BF,5.00,2.00,COMPLETED
546,67E87F36DDEC,5.00,2.00,COMPLETED
734,8B3A9E1DC751,5.00,2.00,COMPLETED
992,6C6C51C7790D,5.00,2.00,COMPLETED
371,BD9E59C0DC39,5.00,2.00,COMPLETED
925,D345B1BE6187,5.00,2.00,COMPLETED
485,77F5F1800B95,5.00,2.00,COMPLETED
958,347250BD864D,5.00,2.00,COMPLETED
548,ED1F7DB9F62E,5.00,2.00,COMPLETED
838,796D385FDBF8,5.00,2.00,COMPLETED
767,B530265E2540,5.00,1.00,COMPLETED
889,C8574C60065B,5.00,2.00,COMPLETED
956,4C6303134A1E,5.00,1.00,COMPLETED
998,0DB4F0C08BD8,5.00,2.00,COMPLETED
663,A2F665623C4F,5.00,2.00,COMPLETED
33,146C5610BBF5,5.00,1.00,COMPLETED
678,6EE9A7526F8F,5.00,2.00,COMPLETED
528,32FA3310B17C,5.00,2.00,COMPLETED
870,494F29C45DCC,5.00,2.00,COMPLETED
779,C1951B0A66DE,5.00,2.00,COMPLETED
965,9010C0B8DDBD,5.00,2.00,COMPLETED
928,A722B4A41DA5,5.00,2.00,COMPLETED
830,08E6DDE2B401,5.00,1.00,COMPLETED
197,5231F7FC4320,5.00,1.00,COMPLETED
982,738FFAD6D082,5.00,2.00,COMPLETED
461,08295C79993F,5.00,1.00,COMPLETED
752,F3114277CE37,5.00,2.00,COMPLETED
899,57F3F42BD944,5.00,2.00,COMPLETED
970,04C3C0632C23,5.00,2.00,COMPLETED
997,539B36A54321,5.00,2.00,COMPLETED
479,3F8284ED2793,5.00,1.00,COMPLETED
808,4196D5803C25,5.00,2.00,COMPLETED
904,F69A0BA4F672,5.00,2.00,COMPLETED
990,8B22437CACFD,5.00,2.00,COMPLETED
940,B6EA96E03FF2,5.00,1.00,COMPLETED
999,947C271E8FDC,5.00,2.00,COMPLETED
950,573BC4E4E417,5.00,1.00,COMPLETED
768,B5762A3F177E,5.00,2.00,COMPLETED
736,F1421799A6B3,5.00,1.00,COMPLETED
376,61FAA8D38819,5.00,2.00,COMPLETED
984,2F3AFBD37AF5,5.00,2.00,COMPLETED
906,6F065B77DFD5,5.00,1.00,COMPLETED
748,0C88704B3A92,5.00,2.00,COMPLETED
951,AF3AD9493150,5.00,2.00,COMPLETED
932,7CF1A68E71B8,5.00,1.00,COMPLETED
737,CDF2F698C392,5.00,2.00,COMPLETED
670,B303BB730654,5.00,1.00,COMPLETED
841,7379CFC3AC91,5.00,1.00,COMPLETED
746,A16B78F7FB62,5.00,2.00,COMPLETED
864,C0D9D57CDFB5,5.00,2.00,COMPLETED
204,1F1DB4F82983,5.00,2.00,COMPLETED
705,C616172759E8,5.00,2.00,COMPLETED
971,12F1FE1AF216,6.00,1.00,COMPLETED
513,CA5AEBCB2524,6.00,1.00,COMPLETED
995,81B7756E2D7C,6.00,2.00,COMPLETED
698,1C12888E215A,6.00,2.00,COMPLETED
939,C158F8DC25B8,6.00,2.00,COMPLETED
867,C6CC75D21FD5,6.00,2.00,COMPLETED
168,2E726A491B81,6.00,2.00,COMPLETED
127,2307B5AF2A5A,6.00,1.00,COMPLETED
714,A547CBA4D950,6.00,1.00,COMPLETED
413,233208F4FE32,6.00,2.00,COMPLETED
612,DB000515888C,6.00,2.00,COMPLETED
881,A70181EB606E,6.00,1.00,COMPLETED
763,8E1E147D6666,6.00,1.00,COMPLETED
851,22A3124CE238,6.00,2.00,COMPLETED
730,539454A178CB,6.00,2.00,COMPLETED
472,2E57E622CA59,6.00,2.00,COMPLETED
959,04495CEFE495,6.00,2.00,COMPLETED
631,630BB8BB6794,6.00,1.00,COMPLETED
