"student_id","math_score","reading_score","writing_score","Test_ID","Results_ID","Course_ID"
"3DAA4AA75CB6",73,76,78,"3DAA4AA75CB6",456,456
"F4B18EB4652C",91,86,86,"F4B18EB4652C",457,457
"9DF2F5473FA8",52,63,59,"9DF2F5473FA8",458,458
"933F864098BB",77,76,78,"933F864098BB",459,459
"788605FA78E3",87,87,86,"788605FA78E3",460,460
"C9254BEBC1E0",63,64,59,"C9254BEBC1E0",461,461
"CB25069087C9",84,76,78,"CB25069087C9",462,462
"5A1249CDF04E",86,90,86,"5A1249CDF04E",463,463
"2397396066FF",55,64,59,"2397396066FF",464,464
"83D31445FEF4",75,76,78,"83D31445FEF4",465,465
"484AE33D75C2",97,92,86,"484AE33D75C2",466,466
"9051B7C03F73",64,64,59,"9051B7C03F73",467,467
"2EACDC900E12",67,78,87,"2EACDC900E12",468,468
"7286421C667B",73,80,87,"7286421C667B",469,469
"3B399EA04CF2",64,76,78,"3B399EA04CF2",470,470
"714CD6449C5A",83,81,87,"714CD6449C5A",471,471
"45C2B209B3B3",64,64,59,"45C2B209B3B3",472,472
"C616172759E8",77,76,78,"C616172759E8",473,473
"C0D9D57CDFB5",55,81,87,"C0D9D57CDFB5",474,474
"61C8C5733BB5",48,65,59,"61C8C5733BB5",475,475
"4A4F86CD223A",76,82,87,"4A4F86CD223A",476,476
"E7AFE8B0FC13",47,65,59,"E7AFE8B0FC13",477,477
"2628B6C73823",70,82,87,"2628B6C73823",478,478
"6794DCBE9181",76,78,78,"6794DCBE9181",479,479
"C6CC75D21FD5",69,84,87,"C6CC75D21FD5",480,480
"A4DDF2611E1B",87,84,87,"A4DDF2611E1B",481,481
"A5FB48C78B4B",87,72,67,"A5FB48C78B4B",482,482
"CB6391C19F30",68,78,78,"CB6391C19F30",483,483
"B15BD476EEBC",49,65,59,"B15BD476EEBC",484,484
"A68B565F7563",97,86,87,"A68B565F7563",485,485
"E898000312DC",70,72,67,"E898000312DC",486,486
"F8E503B20A19",78,78,78,"F8E503B20A19",487,487
"494F29C45DCC",78,88,87,"494F29C45DCC",488,488
"06F57C0CE294",49,66,59,"06F57C0CE294",489,489
"2B3E643FA766",69,78,78,"2B3E643FA766",490,490
"15C2005F8BE6",61,67,59,"15C2005F8BE6",491,491
"E5C92545045F",53,68,59,"E5C92545045F",492,492
"E99ED75412EA",72,80,78,"E99ED75412EA",493,493
"2FDB4F923A22",47,52,60,"2FDB4F923A22",494,494
"37519D30A333",84,81,78,"37519D30A333",495,495
"E336763331F2",56,53,60,"E336763331F2",496,496
"1419793DEED9",77,82,78,"1419793DEED9",497,497
"0A715CA3393F",70,83,78,"0A715CA3393F",498,498
"A547CBA4D950",78,83,78,"A547CBA4D950",499,499
"B0F469323C07",67,89,87,"B0F469323C07",500,500
"F373F78C6D5F",70,91,87,"F373F78C6D5F",501,501
"1F5C0DB56347",74,84,78,"1F5C0DB56347",502,502
"07A1A2FDE3EC",63,55,60,"07A1A2FDE3EC",503,503
"94BE06351E17",84,91,87,"94BE06351E17",504,504
"0B184DE679DF",95,92,87,"0B184DE679DF",505,505
"B3FC3CAE4EA9",51,57,60,"B3FC3CAE4EA9",506,506
"70FF58B9C7DD",100,92,87,"70FF58B9C7DD",507,507
"501A0C75823D",64,58,60,"501A0C75823D",508,508
"AD59DD156E95",92,84,78,"AD59DD156E95",509,509
"6E39B11464EC",84,93,87,"6E39B11464EC",510,510
"B9BA665B319A",63,60,60,"B9BA665B319A",511,511
"5E84F1380970",80,87,78,"5E84F1380970",512,512
"16B945B4F6A3",79,93,87,"16B945B4F6A3",513,513
"B340B10A3EA0",50,61,60,"B340B10A3EA0",514,514
"5DA75D60A08F",85,93,87,"5DA75D60A08F",515,515
"0E5CF28C44E4",67,72,79,"0E5CF28C44E4",516,516
"74512218FBE9",70,61,60,"74512218FBE9",517,517
"033D1D1734FE",70,76,67,"033D1D1734FE",518,518
"0CAC5F6B3996",69,84,88,"0CAC5F6B3996",519,519
"B92F5B2EFB11",70,74,79,"B92F5B2EFB11",520,520
"A4FD384F7256",55,79,67,"A4FD384F7256",521,521
"AC24B8F7F056",69,89,88,"AC24B8F7F056",522,522
"39719261D1BF",72,75,79,"39719261D1BF",523,523
"DCBC3F1A9843",65,64,68,"DCBC3F1A9843",524,524
"A70181EB606E",68,90,88,"A70181EB606E",525,525
"C81E93B1C0AC",63,61,60,"C81E93B1C0AC",526,526
"3E802BC8F946",76,76,79,"3E802BC8F946",527,527
"001F77FB52EB",66,65,68,"001F77FB52EB",528,528
"2F413E4EE22D",82,90,88,"2F413E4EE22D",529,529
"14B7CC4AEB5B",48,62,60,"14B7CC4AEB5B",530,530
"9CE51413C045",56,67,68,"9CE51413C045",531,531
"84B769FB0573",79,76,79,"84B769FB0573",532,532
"4FE1456322D6",78,91,88,"4FE1456322D6",533,533
"4473581D28E3",55,62,60,"4473581D28E3",534,534
"DE33DEC4FDCD",79,92,88,"DE33DEC4FDCD",535,535
"0B7376C9C407",73,93,88,"0B7376C9C407",536,536
"098D3CC1683B",62,67,68,"098D3CC1683B",537,537
"FCF3BECE85DB",87,94,88,"FCF3BECE85DB",538,538
"C0FFC751B751",51,68,68,"C0FFC751B751",539,539
"6442CBCC4037",91,95,88,"6442CBCC4037",540,540
"27C73E600CC0",64,63,60,"27C73E600CC0",541,541
"5450C151A48E",57,68,68,"5450C151A48E",542,542
"F21905D7B85A",79,95,88,"F21905D7B85A",543,543
"58F192B5E015",52,63,60,"58F192B5E015",544,544
"08295C79993F",73,69,68,"08295C79993F",545,545
"C8574C60065B",72,76,89,"C8574C60065B",546,546
"D489D7FD445B",76,69,68,"D489D7FD445B",547,547
"850F8A790B75",83,83,89,"850F8A790B75",548,548
"85D341012F75",68,69,68,"85D341012F75",549,549
"DAFE21A78436",86,84,89,"DAFE21A78436",550,550
"D128D6CBA66A",76,69,68,"D128D6CBA66A",551,551
"10A59A9DEFE2",77,84,89,"10A59A9DEFE2",552,552
"5A61416FBF21",73,85,89,"5A61416FBF21",553,553
"3767E44F3D48",79,85,89,"3767E44F3D48",554,554
"FEE71DB64712",59,69,68,"FEE71DB64712",555,555
"EA97055B693D",85,86,89,"EA97055B693D",556,556
"22E7A1158638",62,70,68,"22E7A1158638",557,557
"2A5EA8897879",82,86,89,"2A5EA8897879",558,558
"0059A6F2ADF5",89,86,89,"0059A6F2ADF5",559,559
"23498828DBAD",84,70,68,"23498828DBAD",560,560
"434FE647F2B5",63,73,68,"434FE647F2B5",561,561
"5588DD6C0456",71,87,89,"5588DD6C0456",562,562
"77CBC1086423",70,76,68,"77CBC1086423",563,563
"57F3F42BD944",71,89,89,"57F3F42BD944",564,564
"2071184615A3",67,62,69,"2071184615A3",565,565
"B5A0C46A7724",84,89,89,"B5A0C46A7724",566,566
"F2D1D7DBD65F",61,64,69,"F2D1D7DBD65F",567,567
"274622CB9E2B",65,76,79,"274622CB9E2B",568,568
"47FBC06F7B7E",73,89,89,"47FBC06F7B7E",569,569
"2E57E622CA59",69,64,69,"2E57E622CA59",570,570
"0C108BF0169F",76,90,89,"0C108BF0169F",571,571
"76BB9D890DD5",67,65,69,"76BB9D890DD5",572,572
"CCFB414E82E8",72,90,89,"CCFB414E82E8",573,573
"91B34C69D0A6",67,65,60,"91B34C69D0A6",574,574
"CC3F9DA412EB",68,76,79,"CC3F9DA412EB",575,575
"F69A0BA4F672",90,90,89,"F69A0BA4F672",576,576
"DD07CD125535",79,66,69,"DD07CD125535",577,577
"267964940168",59,65,60,"267964940168",578,578
"9EF30BB08016",64,76,79,"9EF30BB08016",579,579
"FABB79BBEF58",62,67,69,"FABB79BBEF58",580,580
"CB23C2947084",90,90,89,"CB23C2947084",581,581
"932F0D2360F8",72,66,60,"932F0D2360F8",582,582
"F14C07566C13",85,77,79,"F14C07566C13",583,583
"C3D918FD62E0",63,66,60,"C3D918FD62E0",584,584
"45D15C5E203A",45,66,60,"45D15C5E203A",585,585
"CC2F443C5C99",58,68,69,"CC2F443C5C99",586,586
"6F065B77DFD5",72,91,89,"6F065B77DFD5",587,587
"402093B50F07",47,70,60,"402093B50F07",588,588
"24B89DBFFA60",86,85,90,"24B89DBFFA60",589,589
"C995E6225DB5",64,61,61,"C995E6225DB5",590,590
"CC2F6B0D91F4",96,86,90,"CC2F6B0D91F4",591,591
"1AB55D32677B",80,86,90,"1AB55D32677B",592,592
"544662C2A4EE",62,61,61,"544662C2A4EE",593,593
"ED0E37CE9935",90,88,90,"ED0E37CE9935",594,594
"C3061BF79477",66,61,61,"C3061BF79477",595,595
"1243543B5EFD",97,89,90,"1243543B5EFD",596,596
"9478F8191330",74,62,61,"9478F8191330",597,597
"755F04082BAB",90,89,90,"755F04082BAB",598,598
"3FDAB6F305D8",74,90,90,"3FDAB6F305D8",599,599
"920E90292BFF",58,63,61,"920E90292BFF",600,600
"A93879718E9D",77,91,90,"A93879718E9D",601,601
"1526707671A1",65,63,61,"1526707671A1",602,602
"6E62EDEEC905",87,92,90,"6E62EDEEC905",603,603
"81F77091A590",77,68,69,"81F77091A590",604,604
"3D8DC159614F",61,63,61,"3D8DC159614F",605,605
"DAADC4661AC4",81,92,90,"DAADC4661AC4",606,606
"54750234029D",74,68,69,"54750234029D",607,607
"1A0A099A44C9",46,63,61,"1A0A099A44C9",608,608
"44A085BE590E",77,92,90,"44A085BE590E",609,609
"CBFFD6EA6552",70,77,79,"CBFFD6EA6552",610,610
"3F8284ED2793",58,68,69,"3F8284ED2793",611,611
"6C0FC39AFD0F",63,63,61,"6C0FC39AFD0F",612,612
"F83EBC9F4C13",63,68,69,"F83EBC9F4C13",613,613
"B3852DFAC7E0",67,78,79,"B3852DFAC7E0",614,614
"4739DDD476DC",67,63,61,"4739DDD476DC",615,615
"7676195ABF74",65,68,69,"7676195ABF74",616,616
"8F0644B7C78E",72,78,79,"8F0644B7C78E",617,617
"BD27CE6F9E0E",60,69,69,"BD27CE6F9E0E",618,618
"20C92DB730F1",75,92,90,"20C92DB730F1",619,619
"539454A178CB",75,78,79,"539454A178CB",620,620
"AA4108492775",59,69,69,"AA4108492775",621,621
"0161F5927B78",80,92,90,"0161F5927B78",622,622
"EB60210EBD43",67,79,79,"EB60210EBD43",623,623
"7547755F36C2",61,69,69,"7547755F36C2",624,624
"8790EA6B8CDE",89,96,90,"8790EA6B8CDE",625,625
"CFA5E0229773",83,79,79,"CFA5E0229773",626,626
"FF22577E45D8",96,99,90,"FF22577E45D8",627,627
"DCF9EF4295F6",82,83,91,"DCF9EF4295F6",628,628
"033172297292",84,85,91,"033172297292",629,629
"77F5F1800B95",55,69,69,"77F5F1800B95",630,630
"0EF3C5297A89",89,86,91,"0EF3C5297A89",631,631
"D345B1BE6187",73,88,91,"D345B1BE6187",632,632
"C184023552D8",46,70,69,"C184023552D8",633,633
"AB4746B271B3",86,90,91,"AB4746B271B3",634,634
"A5BFA723B10C",73,70,69,"A5BFA723B10C",635,635
"60B7C15BF23C",73,80,79,"60B7C15BF23C",636,636
"8B3A9E1DC751",71,80,79,"8B3A9E1DC751",637,637
"C3CD4332FA2E",68,91,91,"C3CD4332FA2E",638,638
"67408F770515",66,71,69,"67408F770515",639,639
"77E4A818DBC7",47,64,61,"77E4A818DBC7",640,640
"C23B5A073A81",76,80,79,"C23B5A073A81",641,641
"A722B4A41DA5",89,92,91,"A722B4A41DA5",642,642
"F1421799A6B3",73,81,79,"F1421799A6B3",643,643
"7C711505EC7E",77,64,61,"7C711505EC7E",644,644
"E6685CBEABBA",83,95,91,"E6685CBEABBA",645,645
"CDF2F698C392",83,82,79,"CDF2F698C392",646,646
"90110B2C38E6",66,65,61,"90110B2C38E6",647,647
"6B188C86D3BB",94,84,79,"6B188C86D3BB",648,648
"7E12EF45845C",93,96,91,"7E12EF45845C",649,649
"2CA5D66C2B57",73,83,92,"2CA5D66C2B57",650,650
"F09D1FCF3966",64,65,61,"F09D1FCF3966",651,651
"7CF1A68E71B8",88,86,92,"7CF1A68E71B8",652,652
"6F91658B6649",74,65,61,"6F91658B6649",653,653
"94D4574C3B0D",90,89,92,"94D4574C3B0D",654,654
"A1099A67BA1C",97,84,79,"A1099A67BA1C",655,655
"8A94506388C0",74,90,92,"8A94506388C0",656,656
"157A83960377",72,65,61,"157A83960377",657,657
"E977EE1D149C",82,84,79,"E977EE1D149C",658,658
"0445FC9B4632",83,91,92,"0445FC9B4632",659,659
"930AAA9B8074",81,84,79,"930AAA9B8074",660,660
"86E3CAC49AB9",55,66,61,"86E3CAC49AB9",661,661
"ADEA1A9BDA25",49,67,61,"ADEA1A9BDA25",662,662
"F7CFBA05F4A7",68,69,61,"F7CFBA05F4A7",663,663
"38C241BD0FED",74,92,92,"38C241BD0FED",664,664
"A37DB832B74A",86,86,79,"A37DB832B74A",665,665
"6D3F608FE710",96,71,69,"6D3F608FE710",666,666
"1AA86235A6D3",90,96,92,"1AA86235A6D3",667,667
"D80CEC6DAF4C",90,88,79,"D80CEC6DAF4C",668,668
"32B495DE2EE2",66,71,69,"32B495DE2EE2",669,669
"5F8BCBBE8780",77,83,93,"5F8BCBBE8780",670,670
"81EA5AACAE62",72,89,79,"81EA5AACAE62",671,671
"15105D5AE66F",61,71,69,"15105D5AE66F",672,672
"C158F8DC25B8",82,85,93,"C158F8DC25B8",673,673
"8B1B5F3FDEB2",68,72,69,"8B1B5F3FDEB2",674,674
"D3A656E62F7B",73,91,79,"D3A656E62F7B",675,675
"B6EA96E03FF2",78,87,93,"B6EA96E03FF2",676,676
"A16B78F7FB62",78,69,80,"A16B78F7FB62",677,677
"64EDA4262789",79,72,69,"64EDA4262789",678,678
"B22935154156",60,69,61,"B22935154156",679,679
"6D90AC5C0251",65,74,80,"6D90AC5C0251",680,680
"95FE8B6700A3",73,75,61,"95FE8B6700A3",681,681
"2A28170EA799",100,89,93,"2A28170EA799",682,682
"0C88704B3A92",91,75,80,"0C88704B3A92",683,683
"2BB66599B20D",64,56,62,"2BB66599B20D",684,684
"62CB56474A7A",79,89,93,"62CB56474A7A",685,685
"52C681C4BB58",79,59,62,"52C681C4BB58",686,686
"87F1C2D9475D",90,91,93,"87F1C2D9475D",687,687
"D2CD4A9C4E2C",71,76,80,"D2CD4A9C4E2C",688,688
"1C1ADA4E9E7F",59,60,62,"1C1ADA4E9E7F",689,689
"2125640ECC02",70,77,80,"2125640ECC02",690,690
"9D0F9CA02EE7",84,92,93,"9D0F9CA02EE7",691,691
"D38F05E656BA",61,60,62,"D38F05E656BA",692,692
"89F994C48FD1",71,73,69,"89F994C48FD1",693,693
"9A1460731552",52,60,62,"9A1460731552",694,694
"43E1519F2042",65,74,69,"43E1519F2042",695,695
"45FE852B31C8",66,61,62,"45FE852B31C8",696,696
"FCF0690076CC",85,75,69,"FCF0690076CC",697,697
"41A28855086B",68,78,80,"41A28855086B",698,698
"56747CA55ADC",88,88,94,"56747CA55ADC",699,699
"4F1D3DD077AD",65,62,62,"4F1D3DD077AD",700,700
"45066AC412F5",95,75,69,"45066AC412F5",701,701
"F3114277CE37",69,78,80,"F3114277CE37",702,702
"A3CDEB58BAA6",87,90,94,"A3CDEB58BAA6",703,703
"934D314D8F45",77,76,69,"934D314D8F45",704,704
"D0ADAEEBDA9F",84,80,80,"D0ADAEEBDA9F",705,705
"DBAAC7297A6A",83,92,94,"DBAAC7297A6A",706,706
"B085E265E830",96,92,94,"B085E265E830",707,707
"80EB2329985A",81,78,69,"80EB2329985A",708,708
"5C43B9A2C33B",95,93,94,"5C43B9A2C33B",709,709
"9AC3A9DEE300",86,80,80,"9AC3A9DEE300",710,710
"573BC4E4E417",98,93,94,"573BC4E4E417",711,711
"75B5503ACB0F",72,82,80,"75B5503ACB0F",712,712
"AF3AD9493150",85,94,94,"AF3AD9493150",713,713
"C44DAB2103DD",94,83,80,"C44DAB2103DD",714,714
"B374656E7427",85,95,94,"B374656E7427",715,715
"D3FB1811A60B",85,85,80,"D3FB1811A60B",716,716
"60258D646DDB",76,65,70,"60258D646DDB",717,717
"A804470B0878",72,86,80,"A804470B0878",718,718
"64A37879240B",76,66,70,"64A37879240B",719,719
"2A3EFCBB1621",77,76,81,"2A3EFCBB1621",720,720
"344AA8D3FA25",79,96,94,"344AA8D3FA25",721,721
"6FC0071A7924",59,66,70,"6FC0071A7924",722,722
"BF55A2C58A1B",77,76,81,"BF55A2C58A1B",723,723
"A04586F90A7E",80,96,94,"A04586F90A7E",724,724
"772F18D7EF4A",81,77,81,"772F18D7EF4A",725,725
"6EE914FC1236",94,96,94,"6EE914FC1236",726,726
"28AC86821ED4",71,77,81,"28AC86821ED4",727,727
"D39427F2F8C2",66,66,70,"D39427F2F8C2",728,728
"4C6303134A1E",90,97,94,"4C6303134A1E",729,729
"B56E329AAA43",51,67,70,"B56E329AAA43",730,730
"8E407B81CF7E",82,98,94,"8E407B81CF7E",731,731
"F584055FF5BB",54,68,70,"F584055FF5BB",732,732
"8E1E147D6666",76,77,81,"8E1E147D6666",733,733
"EF5CF3F7F42E",65,68,70,"EF5CF3F7F42E",734,734
"CA030BFFD583",60,78,81,"CA030BFFD583",735,735
"82940E318886",77,69,70,"82940E318886",736,736
"44D1D8189B94",81,78,81,"44D1D8189B94",737,737
"D6B2B541E861",77,69,70,"D6B2B541E861",738,738
"09583E86500A",73,82,81,"09583E86500A",739,739
"347250BD864D",76,91,95,"347250BD864D",740,740
"74FBBB154C39",67,71,70,"74FBBB154C39",741,741
"B530265E2540",84,82,81,"B530265E2540",742,742
"04495CEFE495",95,91,95,"04495CEFE495",743,743
"4A1ABE7D39C9",66,71,70,"4A1ABE7D39C9",744,744
"B5762A3F177E",79,83,81,"B5762A3F177E",745,745
"D11B4FDCE6FC",74,63,62,"D11B4FDCE6FC",746,746
"5AF08359EDB6",79,92,95,"5AF08359EDB6",747,747
"964AAAB6B273",63,71,70,"964AAAB6B273",748,748
"694905FF027C",93,93,95,"694905FF027C",749,749
"7F5A13CFBDA0",63,64,62,"7F5A13CFBDA0",750,750
"71C6C7E89DB8",77,97,95,"71C6C7E89DB8",751,751
"F61EF2F86206",60,64,62,"F61EF2F86206",752,752
"4802DCF935A0",53,65,62,"4802DCF935A0",753,753
"B0F071BE0C1D",89,84,81,"B0F071BE0C1D",754,754
"305E9F1AA67D",63,65,62,"305E9F1AA67D",755,755
"CCFC6B4B6798",78,85,81,"CCFC6B4B6798",756,756
"F3003375BB3D",67,66,62,"F3003375BB3D",757,757
"8A8F66A1F44A",70,85,81,"8A8F66A1F44A",758,758
"E9A4A3D1A455",53,66,62,"E9A4A3D1A455",759,759
"21D71B2E128A",75,86,81,"21D71B2E128A",760,760
"2FF132E08CA3",77,66,62,"2FF132E08CA3",761,761
"9E51BE31D56D",76,89,81,"9E51BE31D56D",762,762
"6481B5D6B762",85,71,70,"6481B5D6B762",763,763
"CA5AEBCB2524",60,71,70,"CA5AEBCB2524",764,764
"FDC96A87583F",55,72,70,"FDC96A87583F",765,765
"8B0D05E5DFAB",85,73,70,"8B0D05E5DFAB",766,766
"D856824B08C5",66,73,70,"D856824B08C5",767,767
"FC51978DBF62",77,66,62,"FC51978DBF62",768,768
"7F0F1226035E",82,74,70,"7F0F1226035E",769,769
"CE48DF40E321",83,89,81,"CE48DF40E321",770,770
"D63633E80D95",85,74,70,"D63633E80D95",771,771
"13BE594AEFDB",86,92,81,"13BE594AEFDB",772,772
"C742FB8EA4AB",63,74,70,"C742FB8EA4AB",773,773
"3EEA16DB60B1",74,75,82,"3EEA16DB60B1",774,774
"9E11F1395DE2",61,66,62,"9E11F1395DE2",775,775
"550757E1C0B3",63,75,70,"550757E1C0B3",776,776
"A49A7C8E020F",74,77,82,"A49A7C8E020F",777,777
"D9FCACCA0258",71,66,62,"D9FCACCA0258",778,778
"A9CCF5316DB5",71,67,62,"A9CCF5316DB5",779,779
"92CFA0704F8C",72,68,62,"92CFA0704F8C",780,780
"E64E600928E1",76,76,70,"E64E600928E1",781,781
"198BC28F4C79",55,69,62,"198BC28F4C79",782,782
"621B0AA39775",59,76,70,"621B0AA39775",783,783
"DF7E31538559",71,70,62,"DF7E31538559",784,784
"F2A04EFE2C04",56,77,70,"F2A04EFE2C04",785,785
"29D5420C7B8E",69,71,62,"29D5420C7B8E",786,786
"56814287F614",53,56,63,"56814287F614",787,787
"D34FAAA5668C",92,100,95,"D34FAAA5668C",788,788
"FB92FD5CDD33",58,58,63,"FB92FD5CDD33",789,789
"AABDA9BE3390",99,85,96,"AABDA9BE3390",790,790
"94234B8A48F4",70,77,70,"94234B8A48F4",791,791
"E38759EE6B1A",60,77,70,"E38759EE6B1A",792,792
"1AD236703C0A",52,60,63,"1AD236703C0A",793,793
"9010C0B8DDBD",80,95,96,"9010C0B8DDBD",794,794
"43E44C1EBD17",69,77,70,"43E44C1EBD17",795,795
"270901840C45",67,60,63,"270901840C45",796,796
"C9211E914C49",88,95,96,"C9211E914C49",797,797
"A3CCABFB4B5C",86,78,70,"A3CCABFB4B5C",798,798
"332285B6EBDC",95,96,96,"332285B6EBDC",799,799
"32FA3310B17C",79,80,70,"32FA3310B17C",800,800
"73DB180358CD",94,99,96,"73DB180358CD",801,801
"59981EEA96CE",42,60,63,"59981EEA96CE",802,802
"CD18750B1755",80,80,70,"CD18750B1755",803,803
"2E7E5693DF2B",91,100,96,"2E7E5693DF2B",804,804
"F407302B4506",60,62,63,"F407302B4506",805,805
"04C3C0632C23",88,93,97,"04C3C0632C23",806,806
"3720461F4483",61,63,63,"3720461F4483",807,807
"6ABE33B6BD9E",55,64,71,"6ABE33B6BD9E",808,808
"12F1FE1AF216",80,94,97,"12F1FE1AF216",809,809
"96330EDCA9EC",67,63,63,"96330EDCA9EC",810,810
"0627DDC78F2B",65,63,63,"0627DDC78F2B",811,811
"C123348C8D52",72,65,71,"C123348C8D52",812,812
"8C95992C1D85",80,63,63,"8C95992C1D85",813,813
"FDF6FE283A49",70,65,71,"FDF6FE283A49",814,814
"451048AA3C25",54,63,63,"451048AA3C25",815,815
"677C00429B6D",96,97,97,"677C00429B6D",816,816
"BBA2B77408F2",72,66,71,"BBA2B77408F2",817,817
"9B1A3F4C18BD",89,100,97,"9B1A3F4C18BD",818,818
"9DDCF587CCEB",59,66,71,"9DDCF587CCEB",819,819
"432269DF3FF6",89,91,98,"432269DF3FF6",820,820
"5DF8FAAFB299",71,64,63,"5DF8FAAFB299",821,821
"7949C5218FD5",90,95,98,"7949C5218FD5",822,822
"4B059F14F68D",70,65,63,"4B059F14F68D",823,823
"03CCCA86CF64",75,97,98,"03CCCA86CF64",824,824
"4FEF1470383C",61,68,71,"4FEF1470383C",825,825
"E6B17B9C62AB",58,65,63,"E6B17B9C62AB",826,826
"3D9017734B99",60,69,71,"3D9017734B99",827,827
"C99E2A998253",69,65,63,"C99E2A998253",828,828
"DA5D0EE8390E",59,70,71,"DA5D0EE8390E",829,829
"8CC38609E32B",72,65,63,"8CC38609E32B",830,830
"845B9B607D99",95,100,98,"845B9B607D99",831,831
"FD9405EDC3A4",76,70,71,"FD9405EDC3A4",832,832
"7A89D7197A23",91,100,98,"7A89D7197A23",833,833
"25EDF5FE7661",89,77,82,"25EDF5FE7661",834,834
"B9908308D2A4",75,89,99,"B9908308D2A4",835,835
"C1951B0A66DE",96,77,82,"C1951B0A66DE",836,836
"3DBCE4CA0A9C",92,97,99,"3DBCE4CA0A9C",837,837
"6D564E40A439",61,66,63,"6D564E40A439",838,838
"AF844C87F237",80,77,82,"AF844C87F237",839,839
"9F4D737752D8",62,66,63,"9F4D737752D8",840,840
"1036AB4B89A5",78,66,63,"1036AB4B89A5",841,841
"C8744326ED44",88,79,82,"C8744326ED44",842,842
"3369487B6030",65,67,63,"3369487B6030",843,843
"B4252DADA10F",81,80,82,"B4252DADA10F",844,844
"B55DE8FD219E",82,99,99,"B55DE8FD219E",845,845
"1C9DDA9C4CBB",71,80,82,"1C9DDA9C4CBB",846,846
"738FFAD6D082",88,100,99,"738FFAD6D082",847,847
"921550861CAA",81,81,82,"921550861CAA",848,848
"1329C72D8787",64,67,63,"1329C72D8787",849,849
"B875D6F4F4B3",100,100,99,"B875D6F4F4B3",850,850
"F0E46D5B7AF1",91,81,82,"F0E46D5B7AF1",851,851
"2F3AFBD37AF5",96,94,100,"2F3AFBD37AF5",852,852
"D370FD74A8D1",72,67,63,"D370FD74A8D1",853,853
"51EE8B706538",96,94,100,"51EE8B706538",854,854
"6C4962F3F175",69,67,63,"6C4962F3F175",855,855
"6806D8C56948",92,96,100,"6806D8C56948",856,856
"832D9942C6B8",81,67,63,"832D9942C6B8",857,857
"BC3151E8C08B",87,96,100,"BC3151E8C08B",858,858
"33E7E16B6081",79,83,82,"33E7E16B6081",859,859
"FDA4D0DDDE7F",70,68,63,"FDA4D0DDDE7F",860,860
"9E1BAE3EFE7D",60,68,63,"9E1BAE3EFE7D",861,861
"E982335D6BCA",71,70,63,"E982335D6BCA",862,862
"00924D20099D",98,99,100,"00924D20099D",863,863
"2DA879154519",92,84,82,"2DA879154519",864,864
"784EF86B34E7",77,84,82,"784EF86B34E7",865,865
"358CEF526D9E",65,85,82,"358CEF526D9E",866,866
"DAF574DC1DCC",66,74,63,"DAF574DC1DCC",867,867
"0E13F6C2C762",79,85,82,"0E13F6C2C762",868,868
"38A756689D01",46,58,64,"38A756689D01",869,869
"5A8AE4B9B146",81,71,71,"5A8AE4B9B146",870,870
"5696B5A4EE70",87,86,82,"5696B5A4EE70",871,871
"DA30D2997CD0",87,72,71,"DA30D2997CD0",872,872
"5735592E2F04",66,86,82,"5735592E2F04",873,873
"1AF90CE789E2",79,72,71,"1AF90CE789E2",874,874
"16649925C023",67,86,82,"16649925C023",875,875
"48BDB417D917",51,58,64,"48BDB417D917",876,876
"78B70E4F2601",90,99,100,"78B70E4F2601",877,877
"DB9A0DC0BED4",74,72,71,"DB9A0DC0BED4",878,878
"23EC1BD20ABE",78,87,82,"23EC1BD20ABE",879,879
"352996286170",63,72,71,"352996286170",880,880
"959495040897",66,87,82,"959495040897",881,881
"1A41D5CC16B9",66,73,71,"1A41D5CC16B9",882,882
"8B22437CACFD",94,99,100,"8B22437CACFD",883,883
"22568EDE52C4",48,58,64,"22568EDE52C4",884,884
"419BAB44F9B4",85,73,71,"419BAB44F9B4",885,885
"60D2154DAB86",100,100,100,"60D2154DAB86",886,886
"EBFF21605CC6",63,60,64,"EBFF21605CC6",887,887
"67E87F36DDEC",70,74,71,"67E87F36DDEC",888,888
"6FFE4CE605E7",76,89,82,"6FFE4CE605E7",889,889
"6C6C51C7790D",90,100,100,"6C6C51C7790D",890,890
"1AAE34AE28EB",61,61,64,"1AAE34AE28EB",891,891
"F73D7D73A788",75,90,82,"F73D7D73A788",892,892
"BB0F6ABDD3BF",96,100,100,"BB0F6ABDD3BF",893,893
"E9442F4653E3",77,61,64,"E9442F4653E3",894,894
"5E47FD12696B",81,74,71,"5E47FD12696B",895,895
"F00D3F11BCFE",93,100,100,"F00D3F11BCFE",896,896
"CD62C0037B30",56,61,64,"CD62C0037B30",897,897
"D8041D85C9AC",73,78,83,"D8041D85C9AC",898,898
"81B7756E2D7C",96,100,100,"81B7756E2D7C",899,899
"BEEF12C482D0",67,62,64,"BEEF12C482D0",900,900
"ED1F7DB9F62E",58,75,71,"ED1F7DB9F62E",901,901
"585A3A9258FD",100,100,100,"585A3A9258FD",902,902
"B68618EBE61A",56,79,83,"B68618EBE61A",903,903
"DA4A1D845E53",58,62,64,"DA4A1D845E53",904,904
"79409BE1102D",79,75,71,"79409BE1102D",905,905
"539B36A54321",99,100,100,"539B36A54321",906,906
"1C6E72EE226E",77,79,83,"1C6E72EE226E",907,907
"145B74D5CDD6",64,63,64,"145B74D5CDD6",908,908
"4A5D8A4FD2B4",77,76,71,"4A5D8A4FD2B4",909,909
